component_id,name,component_type_id,component_mac475
C-1562,COVER-FRONT HSG,OTHER,other
C-1563,CLIP,OTHER,other
C-1564,CAP AS-FILLER,OTHER,other
C-1565,ADAPTER-O SUPPL,CP-010,elbow
C-1566,ELBOW,CP-010,elbow
C-1567,CLIP,OTHER,other
C-1568,FLANGE,CP-003,straight
C-1569,TUBE AS,OTHER,other
C-1570,ADAPTER,OTHER,other
C-1571,SLEEVE,OTHER,other
C-1572,TUBE AS,OTHER,other
C-1573,FLANGE,OTHER,other
C-1574,ORIFICE,OTHER,other
C-1575,ELBOW,CP-010,elbow
C-1576,ELBOW,CP-008,elbow
C-1577,NUT-FLARED,CP-026,nut
C-1578,CONNECTOR,CP-014,threaded
C-1579,BOSS,CP-018,boss
C-1580,BOSS,CP-027,nut
C-1581,TUBE,OTHER,other
C-1582,PIN,OTHER,other
C-1583,ADAPTER-STR,CP-028,adaptor
C-1584,FLANGE-CAPTIVE,CP-022,float
C-1585,PLUG,CP-012,elbow
C-1586,PLUG,CP-012,elbow
C-1587,PLUG,CP-012,elbow
C-1588,PLUG,CP-012,elbow
C-1589,PLUG,CP-012,elbow
C-1590,FLANGE-ONE PIECE,CP-002,straight
C-1591,FLANGE-ONE PIEC,CP-002,straight
C-1592,FLANGE-ONE PIEC,CP-002,straight
C-1593,ELBOW,CP-015,threaded
C-1594,FLANGE-ONE PIEC,CP-002,straight
C-1595,BOLT,OTHER,other
C-1596,NUT-A/C,OTHER,other
C-1597,BOLT-HEX HEAD,OTHER,other
C-1598,ELBOW-HYDRAULIC,CP-011,elbow
C-1599,ELBOW-HYDRAULIC,CP-011,elbow
C-1600,ELBOW-HYDRAULIC,CP-011,elbow
C-1601,ELBOW-HYDRAULIC,CP-011,elbow
C-1602,ELBOW-HYDRAULIC,CP-011,elbow
C-1603,ELBOW-HYDRAULIC,CP-011,elbow
C-1604,ELBOW-HYDRAULIC,CP-011,elbow
C-1605,ELBOW-HYDRAULIC,CP-011,elbow
C-1606,ELBOW-HYDRAULIC,CP-011,elbow
C-1607,ELBOW-HYDRAULIC,CP-011,elbow
C-1608,ELBOW-HYDRAULIC,CP-011,elbow
C-1609,ELBOW-HYDRAULIC,CP-011,elbow
C-1610,ELBOW-HYDRAULIC,CP-011,elbow
C-1611,ELBOW-HYDRAULIC,CP-011,elbow
C-1612,ELBOW-HYDRAULIC,CP-011,elbow
C-1613,ELBOW-HYDRAULIC,CP-011,elbow
C-1614,FLANGE,CP-003,straight
C-1615,FLANGE,CP-003,straight
C-1616,FLANGE-ONE PIEC,CP-002,straight
C-1617,FLANGE-ONE PIECE,CP-002,straight
C-1618,SEAL-O-RING-ORFS,OTHER,other
C-1619,SEAL-O-RING-ORFS,OTHER,other
C-1620,NUT-SWIVEL,CP-025,nut
C-1621,NUT-SWIVEL,CP-025,nut
C-1622,NUT-SWIVEL,CP-025,nut
C-1623,NUT-SWIVEL,CP-025,nut
C-1624,NUT-SWIVEL,CP-025,nut
C-1625,NUT-SWIVEL,CP-025,nut
C-1626,NUT-SWIVEL,CP-025,nut
C-1627,SLEEVE-ORFS,CP-024,sleeve
C-1628,SLEEVE-ORFS,CP-024,sleeve
C-1629,SLEEVE-ORFS,CP-024,sleeve
C-1630,SLEEVE-ORFS,CP-024,sleeve
C-1631,SLEEVE-ORFS,CP-024,sleeve
C-1632,SLEEVE-ORFS,CP-024,sleeve
C-1633,SLEEVE-ORFS,CP-024,sleeve
C-1634,ADAPTER-STR,CP-028,adaptor
C-1635,SLEEVE-FACE SEAL,CP-024,sleeve
C-1636,ELBOW-HYDRAULIC,CP-011,elbow
C-1637,CONNECTOR-SEAL,CP-014,threaded
C-1638,CONNECTOR-SEAL,CP-014,threaded
C-1639,CONNECTOR-SEAL,CP-014,threaded
C-1640,CONNECTOR-SEAL,CP-014,threaded
C-1641,CONNECTOR-SEAL,CP-014,threaded
C-1642,CONNECTOR-SEAL,CP-014,threaded
C-1643,CONNECTOR-ORFS,CP-014,threaded
C-1644,CONNECTOR-SEAL,CP-014,threaded
C-1645,CONNECTOR-SEAL,CP-014,threaded
C-1646,CONNECTOR-SEAL,CP-014,threaded
C-1647,CONNECTOR-SEAL,CP-014,threaded
C-1648,CONNECTOR-SEAL,CP-014,threaded
C-1649,CONNECTOR-SEAL,CP-014,threaded
C-1650,CONNECTOR-SEAL,CP-014,threaded
C-1651,NUT-SWIVEL,OTHER,other
C-1652,SLEEVE-REDUCER,CP-024,sleeve
C-1653,SLEEVE-REDUCER,CP-024,sleeve
C-1654,SLEEVE-REDUCER,CP-024,sleeve
C-1655,SLEEVE-REDUCER,CP-024,sleeve
C-1656,SLEEVE-REDUCER,CP-024,sleeve
C-1657,SLEEVE-REDUCER,CP-024,sleeve
C-1658,SLEEVE-REDUCER,CP-024,sleeve
C-1659,SLEEVE-REDUCER,CP-024,sleeve
C-1660,SLEEEVE-REDUCER,CP-024,sleeve
C-1661,SLEEVE-REDUCER,CP-024,sleeve
C-1662,CAP-ORFS,OTHER,other
C-1663,CONNECTOR-BHD,OTHER,other
C-1664,FLANGE,OTHER,other
C-1665,FLANGE,CP-003,straight
C-1666,MANIFOLD,OTHER,other
C-1667,PLATE,OTHER,other
C-1668,ADAPTER,OTHER,other
C-1669,LUG,OTHER,other
C-1670,FLANGE,CP-004,straight
C-1671,WASHER-FUEL INJ,OTHER,other
C-1672,WASHER-FUEL INJ,OTHER,other
C-1673,FLANGE-SPL,CP-004,straight
C-1674,NUT-FUEL INJ,OTHER,other
C-1675,TUBE AS-FUEL IN,OTHER,other
C-1676,TUBE AS-FUEL IN,OTHER,other
C-1677,NUT-FUEL INJ,OTHER,other
C-1678,FLANGE,CP-004,straight
C-1679,BRACKET,OTHER,other
C-1680,FLANGE,CP-004,straight
C-1681,HOUSING,CP-010,elbow
C-1682,FLANGE,CP-003,straight
C-1683,FLANGE,CP-003,straight
C-1684,FLANGE,CP-003,straight
C-1685,FLANGE,CP-003,straight
C-1686,ELBOW,CP-008,elbow
C-1687,FLANGE,CP-003,straight
C-1688,NUT-F INJ LINE,OTHER,other
C-1689,COLLAR,OTHER,other
C-1690,ELBOW,OTHER,other
C-1691,ELBOW,OTHER,other
C-1692,SPACER,OTHER,other
C-1693,PLATE,OTHER,other
C-1694,BOSS,CP-027,nut
C-1695,ADAPTER,CP-028,adaptor
C-1696,ADAPTER,OTHER,other
C-1697,BOSS,CP-018,boss
C-1698,BOSS,CP-018,boss
C-1699,BOSS,CP-018,boss
C-1700,ELBOW-SWIVEL,CP-015,threaded
C-1701,COUPLING AS,CP-014,threaded
C-1702,ELBOW-SWIVEL,CP-015,threaded
C-1703,SLEEVE-ORFS,CP-024,sleeve
C-1704,COUPLING AS,CP-014,threaded
C-1705,FLANGE,CP-001,straight
C-1706,FLANGE-ONE PIECE,CP-002,straight
C-1707,FITTING,CP-018,boss
C-1708,FITTING,CP-018,boss
C-1709,PLUG,OTHER,other
C-1710,CONNECTOR-SPL,CP-014,threaded
C-1711,HEAD-FLANGED,CP-006,straight
C-1712,HEAD-FLANGED,CP-006,straight
C-1713,RING,CP-007,straight
C-1714,CONNECTOR-FLARE,CP-014,threaded
C-1715,CONNECTOR-FLARE,CP-014,threaded
C-1716,CONNECTOR-SPL,CP-014,threaded
C-1717,HEAD-FLANGED,CP-007,straight
C-1718,CONNECTOR,CP-014,threaded
C-1719,FLANGE,CP-004,straight
C-1720,HEAD-FLANGED,CP-007,straight
C-1721,HEAD-FLANGED,CP-007,straight
C-1722,FITTING,CP-014,threaded
C-1723,FITTING,CP-014,threaded
C-1724,CONNECTOR-SPL,CP-014,threaded
C-1725,BOSS,CP-018,boss
C-1726,ELBOW,CP-008,elbow
C-1727,ELBOW-37 (DEG),CP-015,threaded
C-1728,CONNECTOR,CP-014,threaded
C-1729,BOSS,CP-018,boss
C-1730,ELBOW,OTHER,other
C-1731,BOSS,CP-018,boss
C-1732,CLAMP,OTHER,other
C-1733,ELBOW,CP-010,elbow
C-1734,FLANGE,CP-004,straight
C-1735,ADAPTER-OIL LIN,OTHER,other
C-1736,FLANGE,CP-004,straight
C-1737,SEAL-O-RING,OTHER,other
C-1738,FLANGE,OTHER,other
C-1739,FLANGE,CP-004,straight
C-1740,FLANGE,CP-004,straight
C-1741,ELBOW,OTHER,other
C-1742,CLIP,OTHER,other
C-1743,FITTING,CP-014,threaded
C-1744,ELBOW,CP-008,elbow
C-1745,LINK,OTHER,other
C-1746,FLANGE-ONE PIEC,CP-002,straight
C-1747,FLANGE-ONE PIECE,CP-002,straight
C-1748,PLUG-CUP,OTHER,other
C-1749,FLANGE,CP-004,straight
C-1750,FLANGE,CP-004,straight
C-1751,PLATE,OTHER,other
C-1752,ELBOW-MANF IN,OTHER,other
C-1753,BLOCK,OTHER,other
C-1754,TUBE,OTHER,other
C-1755,TUBE AS-IN,OTHER,other
C-1756,NUT-FUEL INJ,OTHER,other
C-1757,TUBE AS,OTHER,other
C-1758,CONNECTOR,CP-014,threaded
C-1759,ELBOW-HYDRAULIC,CP-011,elbow
C-1760,NUT-ORFS,CP-025,nut
C-1761,CONNECTOR-BHD,CP-014,threaded
C-1762,FLANGE-ONE PIECE,CP-002,straight
C-1763,FLANGE-ONE PIECE,CP-002,straight
C-1764,BOSS,CP-018,boss
C-1765,PLATE,OTHER,other
C-1766,PLATE,OTHER,other
C-1767,CONNECTOR-WELD,CP-014,threaded
C-1768,FLANGE-WELD,CP-001,straight
C-1769,ELB,CP-009,elbow
C-1770,FLANGE,CP-001,straight
C-1771,FLANGE,CP-003,straight
C-1772,FLANGE-WELD,CP-001,straight
C-1773,FLANGE,CP-001,straight
C-1774,FLANGE-WELD,CP-009,elbow
C-1775,FLANGE-ONE PIEC,CP-001,straight
C-1776,COUPLING AS,CP-014,threaded
C-1777,CONNECTOR,CP-014,threaded
C-1778,CONNECTOR,CP-015,threaded
C-1779,COUPLING AS,CP-014,threaded
C-1780,BOSS,CP-018,boss
C-1781,CONNECTOR-WELD,CP-014,threaded
C-1782,ELBOW,CP-009,elbow
C-1783,ELBOW,CP-009,elbow
C-1784,FLANGE-ONE PIEC,CP-001,straight
C-1785,FLANGE,CP-001,straight
C-1786,ELBOW,CP-009,elbow
C-1787,JOINT-T,OTHER,other
C-1788,FLANGE,CP-009,elbow
C-1789,CONNECTOR,CP-014,threaded
C-1790,ELBOW,CP-015,threaded
C-1791,COUPLING AS,OTHER,other
C-1792,FLANGE,CP-001,straight
C-1793,BOSS,CP-027,nut
C-1794,LUG,OTHER,other
C-1795,FLANGE-ONE PIEC,CP-002,straight
C-1796,FLANGE-ONE PIECE,CP-002,straight
C-1797,TEE-UNION,OTHER,other
C-1798,FLANGE-ONE PIEC,CP-002,straight
C-1799,CONNECTOR-SEAL,OTHER,other
C-1800,ELBOW-90 DEG,OTHER,other
C-1801,FLANGE-ONE PIEC,CP-002,straight
C-1802,CONNECTOR,CP-014,threaded
C-1803,ELBOW-HYDRAULIC,CP-011,elbow
C-1804,FLANGE-ONE PIEC,CP-005,straight
C-1805,FLANGE-ONE PIEC,CP-002,straight
C-1806,FLANGE-ONE PIEC,CP-002,straight
C-1807,FLANGE-ONE PIEC,CP-002,straight
C-1808,ELBOW-90 DEGREE,CP-015,threaded
C-1809,TEE-HYDRAULIC,OTHER,tee
C-1810,COUPLER-QDISC,OTHER,other
C-1811,FLANGE,CP-003,straight
C-1812,BOSS,CP-028,adaptor
C-1813,RIVET-BLIND,OTHER,other
C-1814,PLUG-CUP,OTHER,other
C-1815,PLUG-ORIFICE,OTHER,other
C-1816,ELBOW,CP-008,elbow
C-1817,FITTING-NUT,OTHER,other
C-1818,FITTING-NUT,OTHER,other
C-1819,ELBOW,CP-010,elbow
C-1820,ELBOW,CP-008,elbow
C-1821,ELBOW,CP-008,elbow
C-1822,PLATE,OTHER,other
C-1823,FLANGE,OTHER,other
C-1824,ELBOW,OTHER,other
C-1825,FILLER,OTHER,other
C-1826,ELBOW,CP-008,elbow
C-1827,NUT-TUBE,OTHER,other
C-1828,PLUG-O-RING,CP-028,adaptor
C-1829,ELBOW,CP-011,elbow
C-1830,TEE-HYDRAULIC,OTHER,tee
C-1831,STUD-WELD,OTHER,other
C-1832,DISC,OTHER,other
C-1833,BOSS,CP-018,boss
C-1834,FLANGE,CP-004,straight
C-1835,PLUG-DETENT,OTHER,other
C-1836,TEE-FLARED,CP-016,threaded
C-1837,TEE-FLARED,CP-016,threaded
C-1838,HEAD-FLANGED,OTHER,other
C-1839,BOSS,CP-018,boss
C-1840,ELBOW-FLARED,CP-015,threaded
C-1841,CONNECTOR,CP-014,threaded
C-1842,BLOCK,CP-008,elbow
C-1843,FLANGE,CP-003,straight
C-1844,SEAL-O-RING,OTHER,other
C-1845,NUT,CP-026,nut
C-1846,SLEEVE-FLARED,CP-024,sleeve
C-1847,CLIP,OTHER,other
C-1848,NUT-FLARED,CP-026,nut
C-1849,FLANGE,CP-004,straight
C-1850,ADAPTER-OIL LIN,OTHER,other
C-1851,ORIFICE,OTHER,other
C-1852,SCREEN-PUMP TUBE,OTHER,other
C-1853,ELBOW,CP-010,elbow
C-1854,FLANGE,CP-004,straight
C-1855,FLANGE,CP-004,straight
C-1856,ADAPTER-OIL LIN,OTHER,other
C-1857,NUT-MALE PIPE,OTHER,other
C-1858,LUG,OTHER,other
C-1859,HEAD-FLANGED,OTHER,other
C-1860,FITTING,OTHER,other
C-1861,RIVET,OTHER,other
C-1862,BOSS,CP-018,boss
C-1863,ELBOW,CP-010,elbow
C-1864,CONNECTOR-FLARE,CP-014,threaded
C-1865,TEE-HYDRAULIC,OTHER,tee
C-1866,SLEEVE-ORFS,CP-024,sleeve
C-1867,NUT-SWIVEL,CP-025,nut
C-1868,ADAPTER-ELBOW,CP-029,adaptor
C-1869,CONNECTOR-SPL,CP-014,threaded
C-1870,CONNECTOR-ORFS,CP-014,threaded
C-1871,FLANGE-ONE PIEC,OTHER,other
C-1872,PLUG,CP-012,elbow
C-1873,ADAPTER-O RING,CP-014,threaded
C-1874,NUT-WELD,OTHER,other
C-1875,NUT-WELD,OTHER,other
C-1876,BOSS-WELD,OTHER,other
C-1877,ELBOW-90 (DEG),CP-015,threaded
C-1878,STUD-WELD,OTHER,other
C-1879,CONNECTOR-O-RIN,CP-014,threaded
C-1880,FLANGE-ONE PIEC,CP-002,straight
C-1881,FLANGE-ONE PC,CP-002,straight
C-1882,FLANGE-ONE PC,CP-002,straight
C-1883,FLANGE-ONE PC,CP-002,straight
C-1884,FLANGE-ONE PC,CP-002,straight
C-1885,CONNECTOR-ORFS,CP-014,threaded
C-1886,FLANGE-ONE PIEC,CP-002,straight
C-1887,FLANGE-ONE PIEC,CP-002,straight
C-1888,ELBOW-90 DEGREE,CP-015,threaded
C-1889,CONNECTOR-WELD,CP-014,threaded
C-1890,FLANGE-ONE PC,CP-002,straight
C-1891,PLUG-NPTF,OTHER,other
C-1892,ELBOW-90 (DEG),CP-015,threaded
C-1893,FLANGE-ONE PIEC,CP-002,straight
C-1894,HEAD-FLANGED,CP-007,straight
C-1895,FLANGE-ONE PIEC,CP-002,straight
C-1896,ELBOW,CP-010,elbow
C-1897,FLANGE-ONE PIEC,CP-006,straight
C-1898,STUD-WELD,OTHER,other
C-1899,ELBOW-HYDRAULIC,CP-011,elbow
C-1900,HEAD-FLANGED,CP-007,straight
C-1901,FLANGE-ONE PIECE,CP-002,straight
C-1902,CONNECTOR-ORFS,CP-014,threaded
C-1903,CONNECTOR,CP-014,threaded
C-1904,FLANGE-ONE PIEC,CP-002,straight
C-1905,ELBOW-HYDRAULIC,CP-011,elbow
C-1906,ELBOW-90 DEGREE,CP-015,threaded
C-1907,CONNECTOR,CP-014,threaded
C-1908,CONNECTOR-ORFS,CP-014,threaded
C-1909,CONNECTOR,CP-014,threaded
C-1910,CONNECTOR-ORFS,CP-014,threaded
C-1911,ELBOW-90 (DEG),CP-015,threaded
C-1912,TEE,CP-016,threaded
C-1913,CONNECTOR,CP-014,threaded
C-1914,BLOCK,OTHER,other
C-1915,TUBE AS,OTHER,other
C-1916,TUBE AS,OTHER,other
C-1917,BLOCK,OTHER,other
C-1918,TUBE AS,OTHER,other
C-1919,BLOCK,CP-019,boss
C-1920,PLATE,OTHER,other
C-1921,PLATE,OTHER,other
C-1922,BLOCK,OTHER,other
C-1923,FITTING,OTHER,other
C-1924,BOSS,CP-018,boss
C-1925,BOSS,CP-018,boss
C-1926,PLATE,OTHER,other
C-1927,BOSS,CP-027,nut
C-1928,BOSS,CP-018,boss
C-1929,FITTING,OTHER,other
C-1930,TUBE,OTHER,other
C-1931,ELBOW,CP-008,elbow
C-1932,PLATE,OTHER,other
C-1933,ELBOW,OTHER,other
C-1934,ELBOW,OTHER,other
C-1935,ELBOW,CP-008,elbow
C-1936,BLOCK,CP-014,threaded
C-1937,NUT-WELD,OTHER,other
C-1938,BLOCK,OTHER,other
C-1939,SCREW-BLEEDER,OTHER,other
C-1940,NUT-WELD,OTHER,other
C-1941,COLLAR-O-RING,OTHER,other
C-1942,PLATE,OTHER,other
C-1943,FLANGE,CP-004,straight
C-1944,CLIP,OTHER,other
C-1945,CLIP,OTHER,other
C-1946,FLANGE,CP-003,straight
C-1947,FLANGE,CP-003,straight
C-1948,ELBOW-WATER,CP-008,elbow
C-1949,WASHER,OTHER,other
C-1950,NUT-INJ LINE,OTHER,other
C-1951,ELBOW,CP-010,elbow
C-1952,FITTING-FLARED,CP-026,nut
C-1953,FLANGE,CP-004,straight
C-1954,ADAPTER,OTHER,other
C-1955,SCREEN AS,OTHER,other
C-1956,FLANGE,CP-004,straight
C-1957,ELBOW,OTHER,other
C-1958,FLANGE-ONE PIEC,CP-003,straight
C-1959,BRACKET,OTHER,other
C-1960,ADAPTER-EXH PIP,OTHER,other
C-1961,PIN-DOWEL,OTHER,other
C-1962,BOSS,CP-027,nut
C-1963,BOSS,CP-027,nut
C-1964,BOSS,CP-027,nut
C-1965,BOSS,CP-027,nut
C-1966,BOSS,CP-027,nut
C-1967,BOSS,CP-027,nut
C-1968,BOSS,CP-027,nut
C-1969,BOSS,CP-027,nut
C-1970,BOSS,CP-018,boss
C-1971,PLUG-STOR,OTHER,other
C-1972,PLUG-STOR,OTHER,other
C-1973,BOSS-OUTLET,CP-018,boss
C-1974,BOSS,CP-018,boss
C-1975,NUT-FLARED,CP-028,adaptor
C-1976,CONNECTOR-FLARE,CP-014,threaded
C-1977,NUT-FULL,OTHER,other
C-1978,COUPLING AS,OTHER,other
C-1979,PLUG-STOR,OTHER,other
C-1980,BOSS,CP-027,nut
C-1981,BOSS,OTHER,other
C-1982,PLATE,OTHER,other
C-1983,FLANGE,CP-004,straight
C-1984,PLATE,OTHER,other
C-1985,PLATE,OTHER,other
C-1986,FLANGE,CP-003,straight
C-1987,PLATE,OTHER,other
C-1988,BOSS,CP-018,boss
C-1989,ELBOW,CP-009,elbow
C-1990,BOSS,CP-018,boss
C-1991,TEE,OTHER,other
C-1992,ELBOW,CP-008,elbow
C-1993,BOSS,OTHER,other
C-1994,ELBOW-90 DEGREES,CP-015,threaded
C-1995,ELBOW-90 DEGREE,CP-015,threaded
C-1996,FLANGE-TWO BOLT,CP-004,straight
C-1997,FLANGE-ONE PIEC,CP-002,straight
C-1998,ELBOW-90 DEG,CP-015,threaded
C-1999,HEAD-FLANGED,CP-007,straight
C-2000,FLANGE-ONE PIECE,CP-002,straight
C-2001,ELBOW-90 DEG,CP-015,threaded
C-2002,ELBOW-90 DEG,CP-015,threaded
C-2003,ELBOW-90 DEG,CP-015,threaded
C-2004,ELBOW-90 DEG,CP-015,threaded
C-2005,ELBOW-90 DEG,CP-015,threaded
C-2006,ELBOW-90 DEG,CP-015,threaded
C-2007,ELBOW-90 DEG,CP-015,threaded
C-2008,ELBOW-90 DEG,CP-015,threaded
C-2009,FLANGE-ONE PIECE,CP-002,straight
C-2010,ELBOW-HYDRAULIC,CP-011,elbow
C-2011,COUPLING,OTHER,other
C-2012,COUPLING,OTHER,other
C-2013,COUPLING,OTHER,other
C-2014,COUPLING,OTHER,other
C-2015,FLANGE-ONE PIEC,CP-002,straight
C-2016,FLANGE-ONE PIECE,CP-002,straight
C-2017,FLANGE-ONE PIEC,CP-002,straight
C-2018,FLANGE-ONE PIECE,CP-002,straight
C-2019,FLANGE-HYDRAULIC,CP-002,straight
C-2020,FLANGE-ONE PIEC,CP-002,straight
C-2021,FLANGE-ONE PIECE,CP-002,straight
C-2022,FLANGE-ONE PIECE,CP-002,straight
C-2023,FLANGE-ONE PIEC,CP-002,straight
C-2024,ELBOW-HYDRAULIC,CP-011,elbow
C-2025,NUT-SWIVEL,CP-025,nut
C-2026,NUT-SWIVEL,CP-025,nut
C-2027,NUT-SWIVEL,CP-025,nut
C-2028,NUT-SWIVEL,CP-025,nut
C-2029,NUT-SWIVEL,CP-025,nut
C-2030,NUT-SWIVEL,CP-025,nut
C-2031,ELBOW-HYDRAULIC,CP-011,elbow
C-2032,ELBOW-90 DEG,CP-015,threaded
C-2033,ELBOW-90 DEG,CP-015,threaded
C-2034,HEAD-FLANGED,CP-007,straight
C-2035,SLEEVE-ORIFICE,CP-024,sleeve
C-2036,SEAL-O-RING,OTHER,other
C-2037,SEAL-O-RING,OTHER,other
C-2038,BOSS-WELD,OTHER,other
C-2039,TUBE AS-FUEL IN,OTHER,other
C-2040,TUBE AS-FUEL IN,OTHER,other
C-2041,TUBE AS-FUEL IN,OTHER,other
C-2042,BOSS,OTHER,other
C-2043,FLANGE,CP-004,straight
C-2044,ADAPTER-INLET,CP-006,straight
C-2045,ADAPTER-INLET,OTHER,other
C-2046,SLEEVE,OTHER,other
C-2047,FLANGE,OTHER,other
