component_id,name,component_type_id,component_mac475,mac475_weight,uniqueness,orientation,overall_length
C-0823,NUT-INV FLARED,CP-028,adaptor,0.014,N,N,16.8
C-0824,CAP-A/C,OTHER,other,0.045,N,N,0
C-0825,ADAPTER,OTHER,other,0.151,N,N,0
C-0826,ELBOW-FLARED,CP-015,threaded,0.182,Y,Y,38.5
C-0827,BOSS,CP-027,nut,0.03,N,N,1
C-0828,HASP-OIL FILLER,OTHER,other,0.036,N,N,0
C-0829,HEAD-FLANGED,CP-007,straight,0.32,N,N,28
C-0830,SLEEVE-FITTING,CP-024,sleeve,0.027,N,N,23.1
C-0831,NUT,CP-026,nut,0.255,N,N,31.2
C-0832,CONNECTOR-FLARED,CP-014,threaded,0.681,N,N,24.4
C-0833,CONNECTOR-FLARE,CP-014,threaded,0.136,N,N,41.1
C-0834,FLANGE,OTHER,other,0.25,N,N,0
C-0835,TUBE,OTHER,other,0.226,N,N,0
C-0836,FLANGE,CP-004,straight,0.561,N,Y,28
C-0837,BOSS,CP-018,boss,0.059,N,Y,0
C-0838,PLATE BLANK,OTHER,other,0.04,N,N,0
C-0839,ELBOW,CP-008,elbow,1.648,N,Y,62
C-0840,FLANGE,CP-003,straight,2.447,N,Y,28
C-0841,TUBE AS,OTHER,other,0.725,N,N,0
C-0842,TUBE AS,OTHER,other,0.25,N,N,0
C-0843,ORIFICE,OTHER,other,0.11,N,N,0
C-0844,PLATE,OTHER,other,0.145,N,N,0
C-0845,TUBE,OTHER,other,4.812,N,N,0
C-0846,FLANGE,CP-004,straight,0.4,N,Y,28
C-0847,TUBE AS,OTHER,other,0.25,N,N,0
C-0848,FLANGE,OTHER,other,1.361,N,N,0
C-0849,CAP AS-O FILLER,OTHER,other,0.237,N,N,0
C-0850,FLANGE,CP-004,straight,0.7,N,Y,28
C-0851,ELBOW,OTHER,other,1.8,N,N,0
C-0852,FLANGE,OTHER,other,0.047,N,N,0
C-0853,GUSSET,OTHER,other,0.509,N,N,0
C-0854,BOSS,CP-018,boss,0.041,N,Y,0
C-0855,SLEEVE-CRIMP,OTHER,other,0.002,N,N,0
C-0856,PLATE,OTHER,other,0.068,N,N,0
C-0857,ROD,OTHER,other,0.396,N,N,0
C-0858,TUBE,OTHER,other,0.983,N,N,0
C-0859,FLANGE,OTHER,other,1.782,N,N,0
C-0860,NIPPLE AS.-90,OTHER,other,0.018,N,N,0
C-0861,NOZZLE,OTHER,other,0.005,N,N,0
C-0862,ORIFICE,OTHER,other,0.278,N,N,0
C-0863,FLANGE,OTHER,other,2.178,N,N,0
C-0864,NIPPLE AS.-45,OTHER,other,0.018,N,N,0
C-0865,NIPPLE AS.-90,OTHER,other,0.019,N,N,0
C-0866,NIPPLE AS.-90,OTHER,other,0.019,N,N,0
C-0867,NIPPLE AS.-45,OTHER,other,0.025,N,N,0
C-0868,NIPPLE AS.-45,OTHER,other,0.022,N,N,0
C-0869,FLANGE,CP-019,boss,1.112,N,Y,0
C-0870,TUBE,OTHER,other,1.232,N,N,0
C-0871,ADAPTER,OTHER,other,0.566,N,N,0
C-0872,NIPPLE-BRAZE,CP-023,hfl,0.01,N,N,0
C-0873,NIPPLE-BRAZE,CP-023,hfl,0.01,N,N,0
C-0874,NIPPLE-BRAZE,CP-023,hfl,0.001,N,N,0
C-0875,FLANGE,CP-004,straight,0.765,N,Y,28
C-0876,FLANGE,OTHER,other,7.92,N,N,0
C-0877,NUT-SWIVEL,OTHER,other,0.01,N,N,0
C-0878,NIPPLE AS.-77,OTHER,other,0.025,N,N,0
C-0879,BRACKET,OTHER,other,0.117,N,N,0
C-0880,FLANGE,CP-002,straight,4.378,N,Y,28
C-0881,FLANGE,CP-002,straight,3.713,N,Y,28
C-0882,ELBOW-SWIVEL,CP-015,threaded,1.05,N,Y,38.5
C-0883,PLATE AS.,OTHER,other,0.08,N,N,0
C-0884,SOCKET,OTHER,other,0.033,N,N,0
C-0885,TUBE AS,OTHER,other,1.23,N,N,0
C-0886,TUBE AS,OTHER,other,1.09,N,N,0
C-0887,TUBE AS,OTHER,other,0.9,N,N,0
C-0888,TUBE AS,OTHER,other,0.785,N,N,0
C-0889,SOCKET,OTHER,other,0.016,N,N,0
C-0890,BOSS,OTHER,other,0.41,N,N,0
C-0891,FLANGE,CP-021,float,0.465,N,Y,0
C-0892,CLEAT,OTHER,other,0.055,N,N,0
C-0893,BOSS,CP-018,boss,0.31,Y,Y,0
C-0894,FLANGE,CP-004,straight,0.156,N,Y,28
C-0895,ELBOW-45° ORFS,CP-015,threaded,0.397,N,Y,38.5
C-0896,COUPLING-PIPE,OTHER,other,0.028,N,N,0
C-0897,COUPLING,OTHER,other,0.241,N,N,0
C-0898,PLATE,OTHER,other,0.005,N,N,0
C-0899,BLOCK,CP-020,boss,0.426,N,Y,0
C-0900,CONNECTOR-BRAZE,CP-014,threaded,0.456,N,N,63.2
C-0901,NUT-37° FLARED,OTHER,other,0.015,N,N,0
C-0902,FLANGE,OTHER,other,5.457,N,N,0
C-0903,BRACKET,OTHER,other,0.528,N,N,0
C-0904,FLANGE,OTHER,other,0.668,N,N,0
C-0905,ELBOW,CP-008,elbow,0.21,N,Y,64.65
C-0906,ADAPTER,OTHER,other,0.087,N,N,0
C-0907,FITTING,OTHER,other,0.02,N,N,0
C-0908,PLATE,OTHER,other,0.16,N,N,0
C-0909,PLATE,OTHER,other,0.034,N,N,0
C-0910,ELBOW,CP-009,elbow,2.543,Y,Y,75
C-0911,CONNECTOR,CP-014,threaded,0.201,N,N,42.5
C-0912,ELBOW-90 DEG,CP-015,threaded,0.458,N,Y,38.5
C-0913,BLOCK CONNECTIO,OTHER,other,0.1,N,N,0
C-0914,BLOCK CONNECTIO,OTHER,other,0.101,N,N,0
C-0915,PIN,OTHER,other,0.006,N,N,0
C-0916,MANIFOLD,OTHER,other,2.74,N,N,0
C-0917,FLANGE-HEAD,CP-006,straight,0.286,N,N,28
C-0918,PLATE AS.,OTHER,other,0.53,N,N,0
C-0919,REQUIREMENTS,OTHER,other,0.25,N,N,0
C-0920,BOSS,CP-018,boss,0.077,N,Y,0
C-0921,BOSS,OTHER,other,0.111,N,N,0
C-0922,CAP-ORIFICE,OTHER,other,0.003,N,N,0
C-0923,HEAD-ADAPTER,OTHER,other,0.102,N,N,0
C-0924,HEAD-ADAPTER,OTHER,other,0.102,N,N,0
C-0925,STUD,OTHER,other,0.018,N,N,0
C-0926,FLANGE,OTHER,other,0.18,N,N,0
C-0927,FLANGE-WELD,CP-001,straight,0.765,Y,Y,28
C-0928,BRACKET,OTHER,other,0.048,N,N,0
C-0929,PLATE,OTHER,other,0.019,N,N,0
C-0930,BOSS,CP-018,boss,0.122,Y,Y,0
C-0931,ELBOW,CP-008,elbow,5.202,Y,Y,110
C-0932,SLEEVE,OTHER,other,0.079,N,N,0
C-0933,PLATE,OTHER,other,1.207,N,N,0
C-0934,PLATE,OTHER,other,0.701,N,N,0
C-0935,NUT-A/C,OTHER,other,0.015,N,N,0
C-0936,HEAD-ADAPTER,OTHER,other,0.015,N,N,0
C-0937,BLOCK CONNECTION,OTHER,other,0.134,N,N,0
C-0938,ADAPTER,CP-014,threaded,0.351,N,N,56.6
C-0939,FLANGE,OTHER,other,0.77,N,N,0
C-0940,FLANGE,CP-003,straight,0.851,N,Y,28
C-0941,FLANGE,CP-001,straight,0.81,N,Y,28
C-0942,FLANGE,CP-003,straight,0.665,N,Y,28
C-0943,FLANGE,CP-008,elbow,1.156,N,Y,86
C-0944,FLANGE,CP-001,straight,0.493,N,Y,28
C-0945,ADAPTER,CP-014,threaded,0.225,N,N,42.4
C-0946,FLANGE,CP-001,straight,1.022,N,Y,28
C-0947,ADAPTER,CP-014,threaded,0.204,N,N,42.9
C-0948,ADAPTER,CP-014,threaded,0.284,N,N,56.6
C-0949,ADAPTER,CP-014,threaded,0.176,N,N,50.7
C-0950,ADAPTER,OTHER,other,0.306,N,N,0
C-0951,ADAPTER,OTHER,other,0.203,N,N,0
C-0952,ADAPTER,OTHER,other,0.213,N,N,0
C-0953,ADAPTER,OTHER,other,0.144,N,N,0
C-0954,FLANGE,OTHER,other,0.567,N,N,0
C-0955,ELBOW-HYDRAULIC,OTHER,other,0.623,N,N,0
C-0956,FLANGE,CP-008,elbow,0.695,N,Y,75
C-0957,ADAPTER,OTHER,other,0.127,N,N,0
C-0958,ADAPTER,OTHER,other,0.095,N,N,0
C-0959,FLANGE,CP-001,straight,0.748,N,Y,28
C-0960,FLANGE,CP-003,straight,0.691,N,Y,28
C-0961,FLANGE,CP-003,straight,0.412,N,Y,28
C-0962,FLANGE,OTHER,other,0.55,N,N,0
C-0963,FLANGE,CP-008,elbow,0.755,N,Y,95
C-0964,ADAPTER,OTHER,other,0.065,N,N,0
C-0965,BOSS,CP-018,boss,0.5,Y,Y,0
C-0966,FLANGE,CP-004,straight,1.535,Y,Y,28
C-0967,BRACKET,OTHER,other,1.138,N,N,0
C-0968,TUBE,OTHER,other,6.596,N,N,0
C-0969,TUBE,OTHER,other,0.284,N,N,0
C-0970,FLANGE-4 BOLT,CP-001,straight,0.001,N,Y,52
C-0971,TEE-ORFS,CP-016,threaded,0.545,N,Y,38.5
C-0972,FLANGE-TIG,CP-009,elbow,1.14,N,Y,70
C-0973,FLANGE-HEAD,CP-006,straight,0.095,N,N,15
C-0974,ELBOW-90,CP-015,threaded,1.17,N,Y,38.5
C-0975,FLANGE,OTHER,other,0.18,N,N,0
C-0976,FLANGE-SPECIAL,CP-001,straight,0.963,Y,Y,28
C-0977,FLANGE,CP-004,straight,0.288,N,Y,28
C-0978,FLANGE-ONE PIECE,CP-003,straight,1.98,N,Y,28
C-0979,ADAPTER,OTHER,other,0.104,N,N,0
C-0980,TUBE,OTHER,other,0.841,N,N,0
C-0981,PLATE,OTHER,other,0.524,N,N,0
C-0982,ELBOW,OTHER,other,0.577,N,N,0
C-0983,TUBE AS,OTHER,other,4.405,N,N,0
C-0984,TUBE AS,OTHER,other,4.427,N,N,0
C-0985,TUBE-WATER,OTHER,other,2.227,N,N,0
C-0986,PLATE,OTHER,other,0.3,N,N,0
C-0987,ELBOW,OTHER,other,0.48,N,N,0
C-0988,FLANGE,OTHER,other,0.355,N,N,0
C-0989,BLOCK,OTHER,other,4.073,N,N,0
C-0990,BLOCK AS,OTHER,other,1.75,N,N,0
C-0991,PLATE-OUTER,OTHER,other,0.813,N,N,0
C-0992,BLOCK,OTHER,other,1.05,N,N,0
C-0993,FLANGE,OTHER,other,0.499,N,N,0
C-0994,FLANGE-ONE-PIEC,CP-003,straight,0.877,Y,Y,28
C-0995,BLOCK,OTHER,other,1.253,N,N,0
C-0996,FLANGE,OTHER,other,1.074,N,N,0
C-0997,FILLER AS,OTHER,other,5.098,N,N,0
C-0998,BLOCK,OTHER,other,6.195,N,N,0
C-0999,ELBOW-HYDRAULIC,CP-008,elbow,1.356,N,Y,76.2
C-1000,ELBOW-90 DEG,OTHER,other,0.293,N,N,0
C-1001,TEE,OTHER,other,0.263,N,N,0
C-1002,PLATE,OTHER,other,0.266,N,N,0
C-1003,TUBE AS,OTHER,other,0.25,N,N,0
C-1004,ELBOW,CP-010,elbow,0.7,Y,Y,86
C-1005,FLANGE-ONE PIEC,CP-002,straight,1.184,N,Y,28
C-1006,ELBOW-HYDRAULIC,CP-011,elbow,2.394,N,Y,109.5
C-1007,TUBE,OTHER,other,0.432,N,N,0
C-1008,ELBOW-CAST,OTHER,other,0.329,N,N,0
C-1009,FLANGE,OTHER,other,1.5,N,N,0
C-1010,FLANGE,OTHER,other,0.333,N,N,0
C-1011,TUBE,OTHER,other,1.607,N,N,0
C-1012,POST,OTHER,other,0.286,N,N,0
C-1013,FITTING-FLANGE,OTHER,other,0.364,N,N,0
C-1014,FLANGE-ONE PIEC,CP-004,straight,1.352,Y,Y,28
C-1015,TUBE,OTHER,other,0.666,N,N,0
C-1016,TUBE,OTHER,other,0.298,N,N,0
C-1017,CONNECTOR-WELD,OTHER,other,0.028,N,N,0
C-1018,CONNECTOR-WELD,OTHER,other,0.074,N,N,0
C-1019,VALVE BODY,OTHER,other,0.005,N,N,0
C-1020,FLANGE,OTHER,other,2.415,N,N,0
C-1021,COUPLING AS,OTHER,other,0.086,N,N,0
C-1022,SPACER,OTHER,other,0.008,N,N,0
C-1023,BRACKET,OTHER,other,0.223,N,N,0
C-1024,ELBOW,CP-009,elbow,1.316,Y,Y,72
C-1025,TUBE,OTHER,other,0.997,N,N,0
C-1026,BRACKET,OTHER,other,1.559,N,N,0
C-1027,FILLER,OTHER,other,0.326,N,N,0
C-1028,TUBE,OTHER,other,1.118,N,N,0
C-1029,BOSS,CP-018,boss,0.411,Y,Y,0
C-1030,FLANGE,OTHER,other,0.803,N,N,0
C-1031,GUSSET,OTHER,other,0.807,N,N,0
C-1032,RING,OTHER,other,0.489,N,N,0
C-1033,RING,OTHER,other,0.394,N,N,0
C-1034,ELBOW-HYDRAULIC,OTHER,other,4.57,N,N,0
C-1035,SLEEVE-REDUCER,CP-024,sleeve,0.017,N,N,12
C-1036,FLANGE,OTHER,other,1.034,N,N,0
C-1037,FITTING,OTHER,other,0.043,N,N,0
C-1038,PLATE,OTHER,other,0.288,N,N,0
C-1039,STEM-BRAZED,CP-023,hfl,0.052,N,N,0
C-1040,SHELL,OTHER,other,0.001,N,N,0
C-1041,STEM-BRAZED,CP-023,hfl,0.065,N,N,0
C-1042,SHELL,OTHER,other,0.003,N,N,0
C-1043,STEM-BRAZED,CP-023,hfl,0.196,N,N,0
C-1044,SHELL,OTHER,other,0.001,N,N,0
C-1045,CONNECTOR-WELD,CP-018,boss,0.01,N,Y,0
C-1046,TEE-HYDRAULIC,OTHER,other,4.814,N,N,0
C-1047,CONNECTOR-WELD,OTHER,other,0.094,N,N,0
C-1048,CONNECTOR-WELD,OTHER,other,0.438,N,N,0
C-1049,BRACKET,OTHER,other,1.182,N,N,0
C-1050,BLOCK,OTHER,other,12.9,N,N,0
C-1051,TUBE,OTHER,other,3.514,N,N,0
C-1052,TUBE,OTHER,other,0.812,N,N,0
C-1053,TUBE,OTHER,other,1.65,N,N,0
C-1054,TUBE,OTHER,other,0.467,N,N,0
C-1055,PLATE,OTHER,other,0.208,N,N,0
C-1056,TUBE AS,OTHER,other,0.031,N,N,0
C-1057,PIPE,OTHER,other,2.619,N,N,0
C-1058,SLEEVE-ORFS,OTHER,other,0.014,N,N,0
C-1059,NUT-ORFS,CP-025,nut,0.052,N,N,24
C-1060,PLATE,OTHER,other,0.033,N,N,0
C-1061,ADAPTER-PIPE,OTHER,other,0.219,N,N,0
C-1062,FLANGE,OTHER,other,0.831,N,N,0
C-1063,PLATE,OTHER,other,0.829,N,N,0
C-1064,TUBE,OTHER,other,5.928,N,N,0
C-1065,BOSS,CP-019,boss,1.494,N,Y,0
C-1066,FLANGE,CP-004,straight,9.693,N,Y,28
C-1067,CONNECTOR,CP-014,threaded,0.005,N,N,63
C-1068,PLATE,OTHER,other,0.245,N,N,0
C-1069,BLOCK,CP-008,elbow,5.36,N,Y,101.6
C-1070,TUBE,OTHER,other,0.97,N,N,0
C-1071,FLANGE,CP-004,straight,0.165,N,Y,28
C-1072,ELBOW-90 DEG,CP-015,threaded,0.097,N,Y,38.5
C-1073,PLATE,OTHER,other,0.031,N,N,0
C-1074,CONNECTOR-BRAZED,CP-024,sleeve,0.006,N,N,13.08
C-1075,PLATE,OTHER,other,0.354,N,N,0
C-1076,ELBOW-HYDRAULIC,OTHER,other,3.4,N,N,0
C-1077,PLATE,OTHER,other,1.169,N,N,0
C-1078,ADAPTER-STR,CP-014,threaded,0.016,N,N,24.4
C-1079,PLATE AS,OTHER,other,0.877,N,N,0
C-1080,ADAPTER-PIPE,OTHER,other,0.592,N,N,0
C-1081,BOSS,OTHER,other,0.056,N,N,0
C-1082,BELLOW AS,OTHER,other,1.954,N,N,0
C-1083,BELLOW AS,OTHER,other,1.693,N,N,0
C-1084,TUBE,OTHER,other,0.602,N,N,0
C-1085,FITTING-BRAZE,OTHER,other,0.129,N,N,0
C-1086,ELBOW,OTHER,other,0.4,N,N,0
C-1087,TUBE,OTHER,other,2.786,N,N,0
C-1088,TUBE,OTHER,other,3.043,N,N,0
C-1089,BOSS,CP-018,boss,0.037,N,Y,0
C-1090,CONNECTOR-WELD,OTHER,other,0.421,N,N,0
C-1091,CONNECTOR-WELD,OTHER,other,0.092,N,N,0
C-1092,CONNECTOR-WELD,OTHER,other,0.238,N,N,0
C-1093,BRACKET,OTHER,other,0.613,N,N,0
C-1094,FLANGE,OTHER,other,0.619,N,N,0
C-1095,ELBOW,OTHER,other,9.97,N,N,0
C-1096,FLANGE,CP-022,float,2.565,N,N,0
C-1097,FLANGE,OTHER,other,0.594,N,N,0
C-1098,BOSS,OTHER,other,0.046,N,N,0
C-1099,ADAPTER,OTHER,other,0.525,N,N,0
C-1100,BOSS-SADDLE,OTHER,other,0.256,N,N,0
C-1101,BOSS-SADDLE,OTHER,other,0.264,N,N,0
C-1102,FLANGE,CP-022,float,4.06,N,N,0
C-1103,COVER,OTHER,other,0.227,N,N,0
C-1104,SCREEN,OTHER,other,0.312,N,N,0
C-1105,SHROUD,OTHER,other,0.111,N,N,0
C-1106,FLANGE,OTHER,other,0.999,N,N,0
C-1107,FLANGE,OTHER,other,1.337,N,N,0
C-1108,TUBE,OTHER,other,4.383,N,N,0
C-1109,FLANGE,OTHER,other,0.873,N,N,0
C-1110,BOSS-SADDLE,OTHER,other,0.072,N,N,0
C-1111,BOSS,OTHER,other,0.226,N,N,0
C-1112,BOSS,OTHER,other,0.146,N,N,0
C-1113,HEAD-FLANGED,CP-006,straight,0.249,N,N,28
C-1114,HOSE,OTHER,other,4.585,N,N,0
C-1115,FLANGE,CP-003,straight,1.97,N,Y,28
C-1116,BOSS,OTHER,other,0.15,N,N,0
C-1117,BOSS,CP-018,boss,0.523,N,Y,0
C-1118,PLATE,OTHER,other,0.027,N,N,0
C-1119,FLANGE,OTHER,other,0.696,N,N,0
C-1120,FLANGE,OTHER,other,0.925,N,N,0
C-1121,FLANGE,OTHER,other,0.49,N,N,0
C-1122,TUBE,OTHER,other,0.461,N,N,0
C-1123,BOSS-SADDLE,CP-018,boss,0.149,N,Y,0
C-1124,BOSS-SADDLE,CP-018,boss,0.08,N,Y,0
C-1125,TUBE,OTHER,other,6,N,N,0
C-1126,FLANGE,OTHER,other,0.249,N,N,0
C-1127,BOSS-SADDLE,CP-018,boss,0.075,N,Y,0
C-1128,TUBE AS-COUPLING,OTHER,other,1.561,N,N,0
C-1129,PLATE,OTHER,other,1.255,N,N,0
C-1130,BOSS,OTHER,other,0.294,N,N,0
C-1131,TUBE,OTHER,other,6.068,N,N,0
C-1132,PLATE,OTHER,other,0.036,N,N,0
C-1133,ADAPTER,OTHER,other,0.3,N,N,0
C-1134,TUBE,OTHER,other,0.854,N,N,0
C-1135,FLANGE,CP-021,float,1.88,N,Y,0
C-1136,CONNECTOR-SEAL,OTHER,other,0.25,N,N,0
C-1137,ADAPTER AS,OTHER,other,0.724,N,N,0
C-1138,ADAPTER,OTHER,other,0.639,N,N,0
C-1139,BOSS,OTHER,other,0.206,N,N,0
C-1140,BOSS,OTHER,other,0.058,N,N,0
C-1141,ADAPTER-PIPE,OTHER,other,0.41,N,N,0
C-1142,FLANGE,OTHER,other,0.612,N,N,0
C-1143,BOSS,OTHER,other,0.057,N,N,0
C-1144,BOSS,OTHER,other,0.093,N,N,0
C-1145,HEAD-FLANGED,CP-006,straight,0.07,N,N,28
C-1146,CAP AS,OTHER,other,0.046,N,N,0
C-1147,PLATE,OTHER,other,0.018,N,N,0
C-1148,ADAPTER,OTHER,other,0.537,N,N,0
C-1149,FLANGE-ONE PIECE,CP-021,float,0.783,N,Y,0
C-1150,PLATE,OTHER,other,0.055,N,N,0
C-1151,PLATE,OTHER,other,0.054,N,N,0
C-1152,ADAPTER,OTHER,other,0.675,N,N,0
C-1153,PLATE,OTHER,other,0.042,N,N,0
C-1154,FLANGE,OTHER,other,1.137,N,N,0
C-1155,FLANGE,OTHER,other,1.806,N,N,0
C-1156,FLANGE,OTHER,other,1.048,N,N,0
C-1157,FLANGE,OTHER,other,1.558,N,N,0
C-1158,PLATE,OTHER,other,0.106,N,N,0
C-1159,BOSS,OTHER,other,0.287,N,N,0
C-1160,FLANGE,OTHER,other,0.237,N,N,0
C-1161,BOSS,OTHER,other,0.321,N,N,0
C-1162,BRACKET,OTHER,other,0.239,N,N,0
C-1163,BRACKET,OTHER,other,0.354,N,N,0
C-1164,TUBE,OTHER,other,0.778,N,N,0
C-1165,TUBE,OTHER,other,1.427,N,N,0
C-1166,CONNECTOR,OTHER,other,0.131,N,N,0
C-1167,BOSS,OTHER,other,0.119,N,N,0
C-1168,FLANGE,OTHER,other,0.373,N,N,0
C-1169,BRACKET,OTHER,other,0.512,N,N,0
C-1170,BOSS-SADDLE,OTHER,other,0.048,N,N,0
C-1171,BOSS-SADDLE,CP-018,boss,0.149,N,Y,0
C-1172,FLANGE,OTHER,other,0.246,N,N,0
C-1173,BRACKET,OTHER,other,0.175,N,N,0
C-1174,FLANGE,OTHER,other,0.812,N,N,0
C-1175,FLANGE,OTHER,other,0.462,N,N,0
C-1176,FLANGE,OTHER,other,0.995,N,N,0
C-1177,FLANGE,OTHER,other,0.741,N,N,0
C-1178,FLANGE,OTHER,other,2.67,N,N,0
C-1179,FLANGE,OTHER,other,4.245,N,N,0
C-1180,FLANGE,OTHER,other,0.459,N,N,0
C-1181,CONNECTOR,OTHER,other,0.28,N,N,0
C-1182,TUBE AS,OTHER,other,0.555,N,N,0
C-1183,FLANGE,OTHER,other,1.482,N,N,0
C-1184,FLANGE,OTHER,other,2.634,N,N,0
C-1185,FLANGE,OTHER,other,2.443,N,N,0
C-1186,BOSS,OTHER,other,0.259,N,N,0
C-1187,FLANGE,OTHER,other,0.955,N,N,0
C-1188,FLANGE,OTHER,other,0.615,N,N,0
C-1189,CONNECTOR,OTHER,other,0.176,N,N,0
C-1190,ADAPTER,OTHER,other,0.375,N,N,0
C-1191,FLANGE,OTHER,other,3.365,N,N,0
C-1192,TUBE (BULK),OTHER,other,0.25,N,N,0
C-1193,TUBE,OTHER,other,0.25,N,N,0
C-1194,COUPLING-PIPE,CP-028,adaptor,0.014,N,N,15
C-1195,COUPLING-PIPE,CP-028,adaptor,0.031,Y,N,30
C-1196,COUPLING-PIPE,CP-028,adaptor,0.095,N,N,40
C-1197,COUPLING-PIPE,CP-028,adaptor,0.091,N,N,41
C-1198,COUPLING-PIPE,CP-028,adaptor,0.181,N,N,51
C-1199,FITTING-TUBE,CP-026,nut,0.023,N,N,52.4
C-1200,NUT-45 (DEG),CP-026,nut,0.025,N,N,23.81
C-1201,NUT-45 (DEG),OTHER,other,0.026,N,N,0
C-1202,NUT-45 (DEG),CP-026,nut,0.045,N,N,41.28
C-1203,FLANGE,CP-003,straight,1.835,N,Y,28
C-1204,FITTING-FILLER,OTHER,other,1.46,N,N,0
C-1205,NUT-FITTING,OTHER,other,0.023,N,N,0
C-1206,SLEEVE-FITTING,OTHER,other,0.005,N,N,0
C-1207,HEAD-FLANGED,CP-007,straight,0.172,N,N,28
C-1208,ELBOW,CP-008,elbow,0.68,Y,Y,61.2
C-1209,ELBOW-90 DEG,CP-015,threaded,0.096,Y,Y,38.5
C-1210,FLANGE-ONE PIEC,CP-002,straight,0.976,N,Y,28
C-1211,CONNECTOR,OTHER,other,0.175,N,N,0
C-1212,FLANGE-ONE PIEC,CP-002,straight,1.815,N,Y,28
C-1213,CAP-A/C,OTHER,other,0.001,N,N,0
C-1214,CAP-A/C,OTHER,other,0.001,N,N,0
C-1215,VALVE AS.-A/C,OTHER,other,0.005,N,N,0
C-1216,VALVE AS.-A/C,OTHER,other,0.005,N,N,0
C-1217,ADAPTER-A/C,OTHER,other,0.077,N,N,0
C-1218,CONNECTOR,CP-014,threaded,0.15,N,N,48.4
C-1219,ELBOW,CP-015,threaded,0.14,N,Y,38.5
C-1220,TEE,OTHER,other,0.275,N,N,0
C-1221,ELBOW-90 DEGREE,CP-015,threaded,0.16,Y,Y,38.5
C-1222,WASHER,OTHER,other,0.018,N,N,0
C-1223,HOOK-S,OTHER,other,0.008,N,N,0
C-1224,FLANGE-ONE PIEC,CP-003,straight,0.081,N,Y,28
C-1225,BOSS,CP-018,boss,0.082,N,Y,0
C-1226,SPACER,OTHER,other,0.021,N,N,0
C-1227,SEAL-O-RING,OTHER,other,0.002,N,N,0
C-1228,SEAL-O-RING,OTHER,other,0.001,N,N,0
C-1229,NUT-FLARED,CP-028,adaptor,0.009,N,N,18.8
C-1230,NUT-FLARED,CP-028,adaptor,0.009,N,N,14.2
C-1231,BOSS,CP-018,boss,0.015,N,Y,0
C-1232,LUG,OTHER,other,0.032,N,N,0
C-1233,BOSS,CP-018,boss,0.058,N,Y,0
C-1234,FLANGE,CP-004,straight,0.533,N,Y,28
C-1235,FLANGE-ONE PIEC,CP-002,straight,0.562,N,Y,28
C-1236,FLANGE-ONE PIECE,CP-002,straight,0.771,N,Y,28
C-1237,TEE-FLARED,OTHER,other,0.409,N,N,0
C-1238,ELBOW-FLARED,CP-015,threaded,0.083,N,Y,38.5
C-1239,ELBOW,CP-010,elbow,0.499,N,Y,60.45
C-1240,HEAD-FLANGED,OTHER,other,0.1,N,N,0
C-1241,BOSS,OTHER,other,0.074,N,N,0
C-1242,HEAD-FLANGED,CP-006,straight,0.233,N,N,22.22
C-1243,NUT,CP-026,nut,0.019,N,N,18.5
C-1244,SLEEVE,CP-024,sleeve,0.005,N,N,12.7
C-1245,FLANGE-WELD,CP-003,straight,0.223,N,Y,28
C-1246,PLUG-ORIFICE,OTHER,other,0.001,N,N,0
