component_id,name,component_type_id,component_mac475,mac475_weight,uniqueness,orientation,overall_length
C-1653,SLEEVE-REDUCER,CP-024,sleeve,0.03,N,N,15.5
C-1654,SLEEVE-REDUCER,CP-024,sleeve,0.029,N,N,14.5
C-1655,SLEEVE-REDUCER,CP-024,sleeve,0.025,N,N,14.5
C-1656,SLEEVE-REDUCER,CP-024,sleeve,0.023,N,N,14.5
C-1657,SLEEVE-REDUCER,CP-024,sleeve,0.02,N,N,14.5
C-1658,SLEEVE-REDUCER,CP-024,sleeve,0.021,N,N,13.5
C-1659,SLEEVE-REDUCER,CP-024,sleeve,0.019,N,N,13.5
C-1660,SLEEEVE-REDUCER,CP-024,sleeve,0.012,N,N,12
C-1661,SLEEVE-REDUCER,CP-024,sleeve,0.005,N,N,10.5
C-1662,CAP-ORFS,OTHER,other,0.038,N,N,0
C-1663,CONNECTOR-BHD,OTHER,other,0.4,N,N,0
C-1664,FLANGE,OTHER,other,1.046,N,N,0
C-1665,FLANGE,CP-003,straight,0.685,N,Y,28
C-1666,MANIFOLD,OTHER,other,1.719,N,N,0
C-1667,PLATE,OTHER,other,0.072,N,N,0
C-1668,ADAPTER,OTHER,other,1.33,N,N,0
C-1669,LUG,OTHER,other,0.002,N,N,0
C-1670,FLANGE,CP-004,straight,0.079,N,Y,28
C-1671,WASHER-FUEL INJ,OTHER,other,0.005,N,N,0
C-1672,WASHER-FUEL INJ,OTHER,other,0.003,N,N,0
C-1673,FLANGE-SPL,CP-004,straight,0.187,N,Y,28
C-1674,NUT-FUEL INJ,OTHER,other,0.035,N,N,0
C-1675,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-1676,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-1677,NUT-FUEL INJ,OTHER,other,0.024,N,N,0
C-1678,FLANGE,CP-004,straight,0.07,Y,Y,28
C-1679,BRACKET,OTHER,other,0.01,N,N,0
C-1680,FLANGE,CP-004,straight,0.28,N,Y,28
C-1681,HOUSING,CP-010,elbow,0.142,Y,Y,48.7
C-1682,FLANGE,CP-003,straight,1.095,N,Y,28
C-1683,FLANGE,CP-003,straight,0.424,N,Y,28
C-1684,FLANGE,CP-003,straight,0.561,N,Y,28
C-1685,FLANGE,CP-003,straight,1.167,N,Y,28
C-1686,ELBOW,CP-008,elbow,0.666,N,Y,78.1
C-1687,FLANGE,CP-003,straight,1.579,N,Y,28
C-1688,NUT-F INJ LINE,OTHER,other,0.044,N,N,0
C-1689,COLLAR,OTHER,other,0.124,N,N,0
C-1690,ELBOW,OTHER,other,0.66,N,N,0
C-1691,ELBOW,OTHER,other,0.78,N,N,0
C-1692,SPACER,OTHER,other,0.03,N,N,0
C-1693,PLATE,OTHER,other,0.017,N,N,0
C-1694,BOSS,CP-027,nut,0.2,N,N,40
C-1695,ADAPTER,CP-028,adaptor,0.032,N,N,30
C-1696,ADAPTER,OTHER,other,0.142,N,N,0
C-1697,BOSS,CP-018,boss,0.066,Y,Y,0
C-1698,BOSS,CP-018,boss,0.073,Y,Y,0
C-1699,BOSS,CP-018,boss,0.083,Y,Y,0
C-1700,ELBOW-SWIVEL,CP-015,threaded,0.42,N,Y,38.5
C-1701,COUPLING AS,CP-014,threaded,0.219,N,N,51
C-1702,ELBOW-SWIVEL,CP-015,threaded,0.389,N,Y,38.5
C-1703,SLEEVE-ORFS,CP-024,sleeve,0.059,N,N,20
C-1704,COUPLING AS,CP-014,threaded,0.212,N,N,52
C-1705,FLANGE,CP-001,straight,1.31,Y,Y,28
C-1706,FLANGE-ONE PIECE,CP-002,straight,1.413,N,Y,28
C-1707,FITTING,CP-018,boss,0.182,Y,Y,0
C-1708,FITTING,CP-018,boss,0.052,N,Y,0
C-1709,PLUG,OTHER,other,0.052,N,N,0
C-1710,CONNECTOR-SPL,CP-014,threaded,0.109,N,N,53.1
C-1711,HEAD-FLANGED,CP-006,straight,0.045,N,N,28
C-1712,HEAD-FLANGED,CP-006,straight,0.331,N,N,14.22
C-1713,RING,CP-007,straight,0.26,Y,N,28
C-1714,CONNECTOR-FLARE,CP-014,threaded,0.136,N,N,42
C-1715,CONNECTOR-FLARE,CP-014,threaded,0.059,N,N,36.8
C-1716,CONNECTOR-SPL,CP-014,threaded,0.091,N,N,28.4
C-1717,HEAD-FLANGED,CP-007,straight,0.243,N,N,28
C-1718,CONNECTOR,CP-014,threaded,0.136,N,N,37.1
C-1719,FLANGE,CP-004,straight,0.165,N,Y,28
C-1720,HEAD-FLANGED,CP-007,straight,0.135,N,N,28
C-1721,HEAD-FLANGED,CP-007,straight,0.34,N,N,28
C-1722,FITTING,CP-014,threaded,0.045,N,N,26.5
C-1723,FITTING,CP-014,threaded,0.183,N,N,59.44
C-1724,CONNECTOR-SPL,CP-014,threaded,0.045,N,N,24.6
C-1725,BOSS,CP-018,boss,0.24,N,Y,0
C-1726,ELBOW,CP-008,elbow,0.881,N,Y,163.8
C-1727,ELBOW-37 (DEG),CP-015,threaded,0.141,N,Y,38.5
C-1728,CONNECTOR,CP-014,threaded,0.318,N,N,61.2
C-1729,BOSS,CP-018,boss,0.223,Y,Y,0
C-1730,ELBOW,OTHER,other,0.129,N,N,0
C-1731,BOSS,CP-018,boss,0.082,N,Y,0
C-1732,CLAMP,OTHER,other,0.045,N,N,0
C-1733,ELBOW,CP-010,elbow,0.245,N,Y,56.8
C-1734,FLANGE,CP-004,straight,0.327,N,Y,28
C-1735,ADAPTER-OIL LIN,OTHER,other,0.15,N,N,0
C-1736,FLANGE,CP-004,straight,0.045,N,Y,28
C-1737,SEAL-O-RING,OTHER,other,0.001,N,N,0
C-1738,FLANGE,OTHER,other,2.315,N,N,0
C-1739,FLANGE,CP-004,straight,0.107,N,Y,28
C-1740,FLANGE,CP-004,straight,0.084,N,Y,28
C-1741,ELBOW,OTHER,other,0.749,N,N,0
C-1742,CLIP,OTHER,other,0.045,N,N,0
C-1743,FITTING,CP-014,threaded,0.045,N,N,28.6
C-1744,ELBOW,CP-008,elbow,0.454,N,Y,77.98
C-1745,LINK,OTHER,other,0.072,N,N,0
C-1746,FLANGE-ONE PIEC,CP-002,straight,1.585,N,Y,28
C-1747,FLANGE-ONE PIECE,CP-002,straight,1.424,N,Y,28
C-1748,PLUG-CUP,OTHER,other,0.001,N,N,0
C-1749,FLANGE,CP-004,straight,0.07,N,Y,28
C-1750,FLANGE,CP-004,straight,0.067,N,Y,28
C-1751,PLATE,OTHER,other,0.508,N,N,0
C-1752,ELBOW-MANF IN,OTHER,other,0.67,N,N,0
C-1753,BLOCK,OTHER,other,1.8,N,N,0
C-1754,TUBE,OTHER,other,0.5,N,N,0
C-1755,TUBE AS-IN,OTHER,other,0.831,N,N,0
C-1756,NUT-FUEL INJ,OTHER,other,0.025,N,N,0
C-1757,TUBE AS,OTHER,other,0.4,N,N,0
C-1758,CONNECTOR,CP-014,threaded,0.168,N,N,52.5
C-1759,ELBOW-HYDRAULIC,CP-011,elbow,1.232,N,Y,94
C-1760,NUT-ORFS,CP-025,nut,0.124,N,N,27.79
C-1761,CONNECTOR-BHD,CP-014,threaded,0.078,N,N,45.9
C-1762,FLANGE-ONE PIECE,CP-002,straight,2.237,N,Y,28
C-1763,FLANGE-ONE PIECE,CP-002,straight,1.013,N,Y,28
C-1764,BOSS,CP-018,boss,0.009,N,Y,0
C-1765,PLATE,OTHER,other,0.706,N,N,0
C-1766,PLATE,OTHER,other,0.113,N,N,0
C-1767,CONNECTOR-WELD,CP-014,threaded,0.28,N,N,80
C-1768,FLANGE-WELD,CP-001,straight,0.783,N,Y,40
C-1769,ELB,CP-009,elbow,1.662,N,Y,80
C-1770,FLANGE,CP-001,straight,0.719,N,Y,40
C-1771,FLANGE,CP-003,straight,0.623,N,Y,28
C-1772,FLANGE-WELD,CP-001,straight,1.239,N,Y,45
C-1773,FLANGE,CP-001,straight,1.313,N,Y,45
C-1774,FLANGE-WELD,CP-009,elbow,3.536,N,Y,90
C-1775,FLANGE-ONE PIEC,CP-001,straight,0.355,N,Y,28
C-1776,COUPLING AS,CP-014,threaded,0.327,N,N,56
C-1777,CONNECTOR,CP-014,threaded,0.2,N,N,42.5
C-1778,CONNECTOR,CP-015,threaded,0.37,Y,Y,38.5
C-1779,COUPLING AS,CP-014,threaded,0.38,N,N,52
C-1780,BOSS,CP-018,boss,0.06,Y,Y,0
C-1781,CONNECTOR-WELD,CP-014,threaded,0.17,N,N,42
C-1782,ELBOW,CP-009,elbow,0.775,N,Y,63
C-1783,ELBOW,CP-009,elbow,1.316,N,Y,69
C-1784,FLANGE-ONE PIEC,CP-001,straight,1.562,N,Y,28
C-1785,FLANGE,CP-001,straight,0.243,N,Y,30
C-1786,ELBOW,CP-009,elbow,1.864,N,Y,80
C-1787,JOINT-T,OTHER,other,1.53,N,N,0
C-1788,FLANGE,CP-009,elbow,1.065,N,Y,63
C-1789,CONNECTOR,CP-014,threaded,0.047,N,N,24
C-1790,ELBOW,CP-015,threaded,0.511,N,Y,38.5
C-1791,COUPLING AS,OTHER,other,0.081,N,N,0
C-1792,FLANGE,CP-001,straight,0.371,N,Y,30
C-1793,BOSS,CP-027,nut,0.101,N,N,30
C-1794,LUG,OTHER,other,0.045,N,N,0
C-1795,FLANGE-ONE PIEC,CP-002,straight,0.65,N,Y,28
C-1796,FLANGE-ONE PIECE,CP-002,straight,1.453,N,Y,28
C-1797,TEE-UNION,OTHER,other,0.239,N,N,0
C-1798,FLANGE-ONE PIEC,CP-002,straight,0.18,N,Y,28
C-1799,CONNECTOR-SEAL,OTHER,other,0.01,N,N,0
C-1800,ELBOW-90 DEG,OTHER,other,0.853,N,N,0
C-1801,FLANGE-ONE PIEC,CP-002,straight,0.597,N,Y,28
C-1802,CONNECTOR,CP-014,threaded,0.125,N,N,38.1
C-1803,ELBOW-HYDRAULIC,CP-011,elbow,4.07,N,Y,135.5
C-1804,FLANGE-ONE PIEC,CP-005,straight,0.977,N,Y,28
C-1805,FLANGE-ONE PIEC,CP-002,straight,0.87,N,Y,28
C-1806,FLANGE-ONE PIEC,CP-002,straight,0.661,N,Y,28
C-1807,FLANGE-ONE PIEC,CP-002,straight,0.428,Y,Y,28
C-1808,ELBOW-90 DEGREE,CP-015,threaded,0.348,Y,Y,38.5
C-1809,TEE-HYDRAULIC,OTHER,tee,2.184,N,Y,108
C-1810,COUPLER-QDISC,OTHER,other,0.25,N,N,0
C-1811,FLANGE,CP-003,straight,0.95,N,Y,28
C-1812,BOSS,CP-028,adaptor,0.091,N,N,35.1
C-1813,RIVET-BLIND,OTHER,other,0.014,N,N,0
C-1814,PLUG-CUP,OTHER,other,0.001,N,N,0
C-1815,PLUG-ORIFICE,OTHER,other,0.005,N,N,0
C-1816,ELBOW,CP-008,elbow,1.1,N,Y,65
C-1817,FITTING-NUT,OTHER,other,0.014,N,N,0
C-1818,FITTING-NUT,OTHER,other,0.016,N,N,0
C-1819,ELBOW,CP-010,elbow,1.123,N,Y,70
C-1820,ELBOW,CP-008,elbow,0.45,N,Y,73
C-1821,ELBOW,CP-008,elbow,0.45,N,Y,78.1
C-1822,PLATE,OTHER,other,0.123,N,N,0
C-1823,FLANGE,OTHER,other,0.441,N,N,0
C-1824,ELBOW,OTHER,other,0.749,N,N,0
C-1825,FILLER,OTHER,other,0.445,N,N,0
C-1826,ELBOW,CP-008,elbow,0.93,N,Y,73
C-1827,NUT-TUBE,OTHER,other,0.01,N,N,0
C-1828,PLUG-O-RING,CP-028,adaptor,0.181,N,N,28.4
C-1829,ELBOW,CP-011,elbow,1.588,Y,Y,75.5
C-1830,TEE-HYDRAULIC,OTHER,tee,1.135,Y,Y,78.5
C-1831,STUD-WELD,OTHER,other,0.018,N,N,0
C-1832,DISC,OTHER,other,0.146,N,N,0
C-1833,BOSS,CP-018,boss,0.223,Y,Y,0
C-1834,FLANGE,CP-004,straight,0.575,N,Y,28
C-1835,PLUG-DETENT,OTHER,other,0.02,N,N,0
C-1836,TEE-FLARED,CP-016,threaded,0.113,N,Y,38.5
C-1837,TEE-FLARED,CP-016,threaded,0.105,N,Y,38.5
C-1838,HEAD-FLANGED,OTHER,other,0.376,N,N,0
C-1839,BOSS,CP-018,boss,0.055,Y,Y,0
C-1840,ELBOW-FLARED,CP-015,threaded,0.181,Y,Y,38.5
C-1841,CONNECTOR,CP-014,threaded,0.136,N,N,38.1
C-1842,BLOCK,CP-008,elbow,1.816,N,Y,69.85
C-1843,FLANGE,CP-003,straight,0.367,N,Y,28
C-1844,SEAL-O-RING,OTHER,other,0.001,N,N,0
C-1845,NUT,CP-026,nut,0.012,N,N,15.8
C-1846,SLEEVE-FLARED,CP-024,sleeve,0.002,N,N,10.4
C-1847,CLIP,OTHER,other,0.158,N,N,0
C-1848,NUT-FLARED,CP-026,nut,0.083,N,N,26.2
C-1849,FLANGE,CP-004,straight,0.168,N,Y,28
C-1850,ADAPTER-OIL LIN,OTHER,other,0.219,N,N,0
C-1851,ORIFICE,OTHER,other,0.094,N,N,0
C-1852,SCREEN-PUMP TUBE,OTHER,other,0.009,N,N,0
C-1853,ELBOW,CP-010,elbow,0.451,Y,Y,74.5
C-1854,FLANGE,CP-004,straight,0.305,N,Y,28
C-1855,FLANGE,CP-004,straight,0.1,Y,Y,28
C-1856,ADAPTER-OIL LIN,OTHER,other,1,N,N,0
C-1857,NUT-MALE PIPE,OTHER,other,0.25,N,N,0
C-1858,LUG,OTHER,other,0.021,N,N,0
C-1859,HEAD-FLANGED,OTHER,other,0.55,N,N,0
C-1860,FITTING,OTHER,other,0.18,N,N,0
C-1861,RIVET,OTHER,other,0.002,N,N,0
C-1862,BOSS,CP-018,boss,0.091,N,Y,0
C-1863,ELBOW,CP-010,elbow,0.513,N,Y,60.5
C-1864,CONNECTOR-FLARE,CP-014,threaded,0.091,N,N,45
C-1865,TEE-HYDRAULIC,OTHER,tee,1.953,N,Y,107
C-1866,SLEEVE-ORFS,CP-024,sleeve,0.035,N,N,14.5
C-1867,NUT-SWIVEL,CP-025,nut,0.222,N,N,27.5
C-1868,ADAPTER-ELBOW,CP-029,adaptor,0.226,N,Y,93.5
C-1869,CONNECTOR-SPL,CP-014,threaded,0.123,N,N,34
C-1870,CONNECTOR-ORFS,CP-014,threaded,0.06,N,N,24.7
C-1871,FLANGE-ONE PIEC,OTHER,other,1.34,N,N,0
C-1872,PLUG,CP-012,elbow,0.568,N,N,37
C-1873,ADAPTER-O RING,CP-014,threaded,0.03,N,N,22.22
C-1874,NUT-WELD,OTHER,other,0.016,N,N,0
C-1875,NUT-WELD,OTHER,other,0.025,N,N,0
C-1876,BOSS-WELD,OTHER,other,0.038,N,N,0
C-1877,ELBOW-90 (DEG),CP-015,threaded,0.525,Y,Y,38.5
C-1878,STUD-WELD,OTHER,other,0.02,N,N,0
C-1879,CONNECTOR-O-RIN,CP-014,threaded,0.04,N,N,33.7
C-1880,FLANGE-ONE PIEC,CP-002,straight,0.799,N,Y,28
C-1881,FLANGE-ONE PC,CP-002,straight,0.974,N,Y,28
C-1882,FLANGE-ONE PC,CP-002,straight,1.435,N,Y,28
C-1883,FLANGE-ONE PC,CP-002,straight,1.316,N,Y,28
C-1884,FLANGE-ONE PC,CP-002,straight,0.716,N,Y,28
C-1885,CONNECTOR-ORFS,CP-014,threaded,0.045,N,N,27.4
C-1886,FLANGE-ONE PIEC,CP-002,straight,1.073,N,Y,28
C-1887,FLANGE-ONE PIEC,CP-002,straight,1.026,N,Y,28
C-1888,ELBOW-90 DEGREE,CP-015,threaded,0.326,Y,Y,38.5
C-1889,CONNECTOR-WELD,CP-014,threaded,0.075,N,N,28.7
C-1890,FLANGE-ONE PC,CP-002,straight,1.487,N,Y,28
C-1891,PLUG-NPTF,OTHER,other,0.009,N,N,0
C-1892,ELBOW-90 (DEG),CP-015,threaded,0.326,Y,Y,38.5
C-1893,FLANGE-ONE PIEC,CP-002,straight,1.009,N,Y,28
C-1894,HEAD-FLANGED,CP-007,straight,0.166,N,N,24
C-1895,FLANGE-ONE PIEC,CP-002,straight,0.632,N,Y,28
C-1896,ELBOW,CP-010,elbow,0.905,Y,Y,54
C-1897,FLANGE-ONE PIEC,CP-006,straight,0.212,N,N,18
C-1898,STUD-WELD,OTHER,other,0.022,N,N,0
C-1899,ELBOW-HYDRAULIC,CP-011,elbow,5.79,Y,Y,142
C-1900,HEAD-FLANGED,CP-007,straight,0.469,N,N,36.5
C-1901,FLANGE-ONE PIECE,CP-002,straight,0.791,N,Y,28
C-1902,CONNECTOR-ORFS,CP-014,threaded,0.185,N,N,38.6
C-1903,CONNECTOR,CP-014,threaded,0.235,N,N,38.6
C-1904,FLANGE-ONE PIEC,CP-002,straight,1.674,N,Y,28
C-1905,ELBOW-HYDRAULIC,CP-011,elbow,3.25,N,Y,140
C-1906,ELBOW-90 DEGREE,CP-015,threaded,0.35,Y,Y,38.5
C-1907,CONNECTOR,CP-014,threaded,0.39,N,N,63.2
C-1908,CONNECTOR-ORFS,CP-014,threaded,0.243,N,N,60
C-1909,CONNECTOR,CP-014,threaded,0.24,N,N,60
C-1910,CONNECTOR-ORFS,CP-014,threaded,0.297,N,N,58.5
C-1911,ELBOW-90 (DEG),CP-015,threaded,0.274,Y,Y,38.5
C-1912,TEE,CP-016,threaded,0.135,Y,Y,38.5
C-1913,CONNECTOR,CP-014,threaded,0.405,N,N,63.2
C-1914,BLOCK,OTHER,other,0.567,N,N,0
C-1915,TUBE AS,OTHER,other,0.25,N,N,0
C-1916,TUBE AS,OTHER,other,0.25,N,N,0
C-1917,BLOCK,OTHER,other,0.05,N,N,0
C-1918,TUBE AS,OTHER,other,1.86,N,N,0
C-1919,BLOCK,CP-019,boss,1.96,N,Y,0
C-1920,PLATE,OTHER,other,0.15,N,N,0
C-1921,PLATE,OTHER,other,1.042,N,N,0
C-1922,BLOCK,OTHER,other,1,N,N,0
C-1923,FITTING,OTHER,other,0.773,N,N,0
C-1924,BOSS,CP-018,boss,0.09,N,Y,0
C-1925,BOSS,CP-018,boss,0.197,Y,Y,0
C-1926,PLATE,OTHER,other,0.188,N,N,0
C-1927,BOSS,CP-027,nut,0.07,N,N,35
C-1928,BOSS,CP-018,boss,0.079,Y,Y,0
C-1929,FITTING,OTHER,other,0.257,N,N,0
C-1930,TUBE,OTHER,other,0.26,N,N,0
C-1931,ELBOW,CP-008,elbow,2.67,N,Y,129.1
C-1932,PLATE,OTHER,other,0.336,N,N,0
C-1933,ELBOW,OTHER,other,0.451,N,N,0
C-1934,ELBOW,OTHER,other,0.45,N,N,0
C-1935,ELBOW,CP-008,elbow,1.766,N,Y,98.45
C-1936,BLOCK,CP-014,threaded,0.158,N,N,35.05
C-1937,NUT-WELD,OTHER,other,0.004,N,N,0
C-1938,BLOCK,OTHER,other,0.862,N,N,0
C-1939,SCREW-BLEEDER,OTHER,other,0.098,N,N,0
C-1940,NUT-WELD,OTHER,other,0.005,N,N,0
C-1941,COLLAR-O-RING,OTHER,other,0.035,N,N,0
C-1942,PLATE,OTHER,other,0.1,N,N,0
C-1943,FLANGE,CP-004,straight,0.288,N,Y,28
C-1944,CLIP,OTHER,other,0.091,N,N,0
C-1945,CLIP,OTHER,other,0.091,N,N,0
C-1946,FLANGE,CP-003,straight,0.527,N,Y,28
C-1947,FLANGE,CP-003,straight,1.271,N,Y,28
C-1948,ELBOW-WATER,CP-008,elbow,1.062,Y,Y,108.71
C-1949,WASHER,OTHER,other,0.25,N,N,0
C-1950,NUT-INJ LINE,OTHER,other,0.045,N,N,0
C-1951,ELBOW,CP-010,elbow,0.975,N,Y,60.5
C-1952,FITTING-FLARED,CP-026,nut,0.045,N,N,28.448
C-1953,FLANGE,CP-004,straight,0.1,N,Y,28
C-1954,ADAPTER,OTHER,other,0.068,N,N,0
C-1955,SCREEN AS,OTHER,other,0.5,N,N,0
C-1956,FLANGE,CP-004,straight,0.066,N,Y,28
C-1957,ELBOW,OTHER,other,1.179,N,N,0
C-1958,FLANGE-ONE PIEC,CP-003,straight,0.52,N,Y,28
C-1959,BRACKET,OTHER,other,0.25,N,N,0
C-1960,ADAPTER-EXH PIP,OTHER,other,0.227,N,N,0
C-1961,PIN-DOWEL,OTHER,other,0.195,N,N,0
C-1962,BOSS,CP-027,nut,0.071,N,N,21
C-1963,BOSS,CP-027,nut,0.05,N,N,25
C-1964,BOSS,CP-027,nut,0.04,N,N,20
C-1965,BOSS,CP-027,nut,0.11,N,N,58.5
C-1966,BOSS,CP-027,nut,0.126,N,N,40
C-1967,BOSS,CP-027,nut,0.085,N,N,25
C-1968,BOSS,CP-027,nut,0.059,N,N,30
C-1969,BOSS,CP-027,nut,0.09,N,N,45
C-1970,BOSS,CP-018,boss,0.032,N,Y,0
C-1971,PLUG-STOR,OTHER,other,0.044,N,N,0
C-1972,PLUG-STOR,OTHER,other,0.024,N,N,0
C-1973,BOSS-OUTLET,CP-018,boss,0.05,N,Y,0
C-1974,BOSS,CP-018,boss,2.375,N,Y,0
C-1975,NUT-FLARED,CP-028,adaptor,0.005,N,N,13.2
C-1976,CONNECTOR-FLARE,CP-014,threaded,0.168,N,N,54
C-1977,NUT-FULL,OTHER,other,0.005,N,N,0
C-1978,COUPLING AS,OTHER,other,0.03,N,N,0
C-1979,PLUG-STOR,OTHER,other,0.117,N,N,0
C-1980,BOSS,CP-027,nut,0.084,N,N,25
C-1981,BOSS,OTHER,other,0.263,N,N,0
C-1982,PLATE,OTHER,other,0.025,N,N,0
C-1983,FLANGE,CP-004,straight,1.2,N,Y,28
C-1984,PLATE,OTHER,other,0.15,N,N,0
C-1985,PLATE,OTHER,other,0.153,N,N,0
C-1986,FLANGE,CP-003,straight,0.741,N,Y,28
C-1987,PLATE,OTHER,other,0.47,N,N,0
C-1988,BOSS,CP-018,boss,0.055,N,Y,0
C-1989,ELBOW,CP-009,elbow,1.897,N,Y,80
C-1990,BOSS,CP-018,boss,0.2,Y,Y,0
C-1991,TEE,OTHER,other,2,N,N,0
C-1992,ELBOW,CP-008,elbow,1.1,N,Y,71.89
C-1993,BOSS,OTHER,other,0.221,N,N,0
C-1994,ELBOW-90 DEGREES,CP-015,threaded,0.125,N,Y,38.5
C-1995,ELBOW-90 DEGREE,CP-015,threaded,0.478,Y,Y,38.5
C-1996,FLANGE-TWO BOLT,CP-004,straight,0.275,N,Y,28
C-1997,FLANGE-ONE PIEC,CP-002,straight,1.094,N,Y,28
C-1998,ELBOW-90 DEG,CP-015,threaded,0.09,Y,Y,38.5
C-1999,HEAD-FLANGED,CP-007,straight,0.079,N,N,25.5
C-2000,FLANGE-ONE PIECE,CP-002,straight,2.135,N,Y,28
C-2001,ELBOW-90 DEG,CP-015,threaded,0.855,Y,Y,38.5
C-2002,ELBOW-90 DEG,CP-015,threaded,0.35,Y,Y,38.5
C-2003,ELBOW-90 DEG,CP-015,threaded,0.525,Y,Y,38.5
C-2004,ELBOW-90 DEG,CP-015,threaded,0.125,Y,Y,38.5
C-2005,ELBOW-90 DEG,CP-015,threaded,0.326,Y,Y,38.5
C-2006,ELBOW-90 DEG,CP-015,threaded,0.35,Y,Y,38.5
C-2007,ELBOW-90 DEG,CP-015,threaded,0.274,Y,Y,38.5
C-2008,ELBOW-90 DEG,CP-015,threaded,0.125,Y,Y,38.5
C-2009,FLANGE-ONE PIECE,CP-002,straight,0.709,N,Y,28
C-2010,ELBOW-HYDRAULIC,CP-011,elbow,1.78,Y,Y,100
C-2011,COUPLING,OTHER,other,0.211,N,N,0
C-2012,COUPLING,OTHER,other,0.279,N,N,0
C-2013,COUPLING,OTHER,other,0.22,N,N,0
C-2014,COUPLING,OTHER,other,0.24,N,N,0
C-2015,FLANGE-ONE PIEC,CP-002,straight,1.734,N,Y,28
C-2016,FLANGE-ONE PIECE,CP-002,straight,1.876,N,Y,28
C-2017,FLANGE-ONE PIEC,CP-002,straight,0.84,N,Y,28
C-2018,FLANGE-ONE PIECE,CP-002,straight,1.327,N,Y,28
C-2019,FLANGE-HYDRAULIC,CP-002,straight,1.44,N,Y,28
C-2020,FLANGE-ONE PIEC,CP-002,straight,1.574,N,Y,28
C-2021,FLANGE-ONE PIECE,CP-002,straight,1.678,N,Y,28
C-2022,FLANGE-ONE PIECE,CP-002,straight,2.748,N,Y,28
C-2023,FLANGE-ONE PIEC,CP-002,straight,1.621,N,Y,28
C-2024,ELBOW-HYDRAULIC,CP-011,elbow,0.975,Y,Y,85.5
C-2025,NUT-SWIVEL,CP-025,nut,0.153,N,N,27.5
C-2026,NUT-SWIVEL,CP-025,nut,0.128,N,N,27.5
C-2027,NUT-SWIVEL,CP-025,nut,0.096,N,N,26.5
C-2028,NUT-SWIVEL,CP-025,nut,0.052,N,N,24
C-2029,NUT-SWIVEL,CP-025,nut,0.034,N,N,20
C-2030,NUT-SWIVEL,CP-025,nut,0.023,N,N,17
C-2031,ELBOW-HYDRAULIC,CP-011,elbow,6.049,N,Y,142
C-2032,ELBOW-90 DEG,CP-015,threaded,0.495,Y,Y,38.5
C-2033,ELBOW-90 DEG,CP-015,threaded,0.475,Y,Y,38.5
C-2034,HEAD-FLANGED,CP-007,straight,0.188,N,N,28
C-2035,SLEEVE-ORIFICE,CP-024,sleeve,0.001,N,N,9.5
C-2036,SEAL-O-RING,OTHER,other,0.001,N,N,0
C-2037,SEAL-O-RING,OTHER,other,0.001,N,N,0
C-2038,BOSS-WELD,OTHER,other,0.048,N,N,0
C-2039,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-2040,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-2041,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-2042,BOSS,OTHER,other,0.002,N,N,0
C-2043,FLANGE,CP-004,straight,0.2,N,Y,28
C-2044,ADAPTER-INLET,CP-006,straight,0.74,N,N,28
C-2045,ADAPTER-INLET,OTHER,other,0.74,N,N,0
C-2046,SLEEVE,OTHER,other,1.2,N,N,0
C-2047,FLANGE,OTHER,other,0.026,N,N,0
