component_id,threaded_adaptor_angle,threaded_overall_length,threaded_hex_size,threaded_end_form_id_1,threaded_connection_type_id_1,threaded_length_1,threaded_thread_size_1,threaded_thread_pitch_1,threaded_nominal_size_1,threaded_end_form_id_2,threaded_connection_type_id_2,threaded_length_2,threaded_thread_size_2,threaded_thread_pitch_2,threaded_nominal_size_2,threaded_end_form_id_3,threaded_connection_type_id_3,threaded_length_3,threaded_thread_size_3,threaded_thread_pitch_3,threaded_nominal_size_3,threaded_end_form_id_4,threaded_connection_type_id_4,threaded_length_4,threaded_thread_size_4,threaded_thread_pitch_4,threaded_nominal_size_4,threaded_unique_feature,threaded_orientation,threaded_weight
C-1078,90.0,24.4,12.7,A-001,B-001,37.3,0.4370000000000001,20.0,25.4,A-004,NONE,35.5,1.187,12.0,6.35,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.016
C-1209,90.0,38.5,31.75,A-001,B-002,25.0,0.687,16.0,25.4,A-004,NONE,25.0,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.096
C-1218,90.0,48.4,26.99,A-006,B-002,37.3,0.812,16.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.15
C-1219,90.0,38.5,31.75,A-005,B-002,37.9,0.812,16.0,25.4,A-004,NONE,28.0,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.14
C-1221,90.0,38.5,31.75,A-004,NONE,33.3,1.0,14.0,19.05,A-001,B-002,33.3,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.16
C-1238,90.0,38.5,31.75,A-006,B-001,28.2,0.75,16.0,25.4,A-004,NONE,53.6,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.083
C-1338,90.0,40.5,27.0,A-003,NONE,37.3,1.0,14.0,21.7,A-001,B-002,35.5,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.146
C-1393,90.0,32.0,31.75,A-004,NONE,37.3,1.0,14.0,38.10,A-007,B-005,35.5,1.062,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,N,0.37
C-1423,90.0,42.5,38.1,A-003,NONE,37.3,1.0,14.0,27.2,A-001,B-002,35.5,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.17
C-1441,90.0,31.8,31.75,A-001,B-005,37.3,1.062,12.0,25.4,A-003,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.106
C-1445,90.0,38.5,31.75,A-004,NONE,34.5,1.0,14.0,19.05,A-001,B-001,48.0,1.062,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.363
C-1468,90.0,18.54,15.88,A-001,B-006,37.3,0.625,18.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.128
C-1469,90.0,27.43,23.81,A-001,B-006,37.3,0.875,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.047
C-1470,90.0,32.26,14.29,A-001,B-008,37.3,1.062,14.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.099
C-1475,90.0,22.0,19.05,A-001,B-006,37.3,0.75,16.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.031
C-1479,90.0,71.9,41.28,A-004,NONE,37.3,1.0,14.0,31.75,A-006,B-001,35.5,1.3119999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.061
C-1486,90.0,33.0,22.22,A-001,B-006,37.3,0.875,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.175
C-1547,90.0,32.5,28.58,A-001,B-001,37.3,1.062,12.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.091
C-1578,90.0,50.8,25.4,A-006,B-001,37.3,0.875,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.091
C-1593,90.0,38.5,31.75,A-006,B-001,67.8,1.062,12.0,25.4,A-004,NONE,41.4,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.136
C-1637,90.0,22.0,15.88,A-001,B-002,37.3,0.562,18.0,25.4,A-004,NONE,35.5,1.187,12.0,6.35,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.03
C-1638,90.0,23.1,19.05,A-001,B-002,37.3,0.687,16.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.04
C-1639,90.0,24.7,22.2,A-001,B-002,37.3,0.812,16.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.05
C-1640,90.0,27.4,26.99,A-001,B-002,37.3,1.0,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.104
C-1641,90.0,33.7,31.75,A-001,B-002,37.3,1.187,12.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.149
C-1642,90.0,38.6,38.1,A-001,B-002,37.3,1.4369999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.225
C-1643,90.0,38.6,44.45,A-001,B-002,37.3,1.6869999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,31.75,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.06
C-1644,90.0,35.2,34.92,A-001,B-002,37.3,1.187,12.0,25.4,A-004,NONE,35.5,1.187,12.0,22.22,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.16
C-1645,90.0,22.0,28.58,A-001,B-002,37.3,0.562,18.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.02
C-1646,90.0,23.1,19.05,A-001,B-002,37.3,0.687,16.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.04
C-1647,90.0,24.7,22.22,A-001,B-002,37.3,0.812,16.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.05
C-1648,90.0,31.4,26.99,A-001,B-002,37.3,1.0,14.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.097
C-1649,90.0,35.2,38.1,A-001,B-002,37.3,1.187,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.22
C-1650,90.0,38.6,44.45,A-001,B-002,37.3,1.4369999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,31.75,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.05
C-1700,90.0,38.5,31.75,A-003,NONE,36.0,1.0,14.0,27.2,A-005,B-002,42.0,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.42
C-1701,90.0,51.0,26.99,A-005,B-002,37.3,1.0,14.0,25.4,A-003,NONE,35.5,1.187,12.0,21.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.219
C-1702,90.0,38.5,31.75,A-003,NONE,34.0,1.0,14.0,21.7,A-005,B-002,40.0,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.389
C-1704,90.0,52.0,31.75,A-005,B-002,37.3,1.187,12.0,25.4,A-003,NONE,35.5,1.187,12.0,21.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.212
C-1710,90.0,53.1,31.75,A-006,B-001,37.3,1.062,12.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.109
C-1714,90.0,42.0,31.75,A-005,B-001,37.3,1.062,12.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.136
C-1715,90.0,36.8,25.4,A-005,B-001,37.3,0.875,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.059
C-1716,90.0,28.4,22.22,A-001,B-001,37.3,0.875,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.091
C-1718,90.0,37.1,34.92,A-001,B-001,37.3,1.062,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.136
C-1722,90.0,26.5,22.22,A-001,B-001,37.3,0.75,16.0,25.4,A-004,NONE,35.5,1.187,12.0,16.0,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.045
C-1723,90.0,59.44,38.1,A-006,B-001,37.3,1.3119999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.183
C-1724,90.0,24.6,19.05,A-001,B-001,37.3,0.75,16.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.045
C-1727,90.0,38.5,31.75,A-004,NONE,20.6,1.0,14.0,15.88,A-006,B-001,52.3,0.875,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.141
C-1728,90.0,61.2,38.1,A-006,B-001,37.3,1.062,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.318
C-1743,90.0,28.6,22.22,A-001,B-005,37.3,0.875,14.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.045
C-1758,90.0,52.5,33.34,A-006,B-002,37.3,1.0,14.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.168
C-1761,90.0,45.9,19.05,A-006,B-002,37.3,0.687,16.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.078
C-1767,90.0,80.0,31.75,A-003,NONE,37.3,1.0,14.0,27.2,A-001,B-002,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.28
C-1776,90.0,56.0,41.0,A-005,B-002,37.3,1.4369999999999998,12.0,25.4,A-003,NONE,35.5,1.187,12.0,34.0,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.327
C-1777,90.0,42.5,38.1,A-003,NONE,37.3,1.0,14.0,34,A-001,B-002,35.5,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.2
C-1778,90.0,38.5,31.75,A-004,NONE,33.0,1.0,14.0,9999,A-001,B-002,35.0,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.37
C-1779,90.0,52.0,31.75,A-005,B-002,37.3,1.187,12.0,25.4,A-003,NONE,35.5,1.187,12.0,27.2,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.38
C-1781,90.0,42.0,31.75,A-003,NONE,37.3,1.0,14.0,27.2,A-001,B-002,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.17
C-1789,90.0,24.0,22.0,A-001,B-002,37.3,0.687,16.0,25.4,A-004,NONE,35.5,1.187,12.0,13.72,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.047
C-1790,90.0,38.5,31.75,A-003,NONE,35.5,1.0,14.0,34,A-001,B-002,38.0,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.511
C-1802,90.0,38.1,34.92,A-004,NONE,37.3,1.0,14.0,22.22,A-001,B-001,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.125
C-1808,90.0,38.5,31.75,A-004,NONE,35.0,1.0,14.0,25.40,A-005,B-002,34.0,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.348
C-1836,90.0,38.5,31.75,A-001,B-001,36.1,0.75,16.0,25.4,A-001,B-001,36.1,0.75,16.0,19.05,A-004,NONE,25.9,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.113
C-1837,90.0,38.5,31.75,A-001,B-001,36.07,0.75,16.0,25.4,A-001,B-001,36.07,0.75,16.0,19.05,A-004,NONE,25.91,1.3119999999999998,12.0,12.7,NONE,NONE,41.7,1.187,12.0,,N,Y,0.105
C-1840,90.0,38.5,31.75,A-005,B-001,50.8,1.3119999999999998,12.0,25.4,A-004,NONE,30.23,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.181
C-1841,90.0,38.1,34.92,A-001,B-001,37.3,1.3119999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.136
C-1864,90.0,45.0,31.75,A-005,B-001,37.3,1.062,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.091
C-1869,90.0,34.0,22.22,A-005,B-001,37.3,0.75,16.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.123
C-1870,90.0,24.7,22.22,A-001,B-002,37.3,0.812,16.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.06
C-1873,90.0,22.22,12.7,A-001,B-005,37.3,0.75,16.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.03
C-1877,90.0,38.5,31.75,A-006,B-002,67.2,1.187,12.0,25.4,A-004,NONE,18.25,1.187,12.0,22.22,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.525
C-1879,90.0,33.7,34.92,A-001,B-002,37.3,1.0,14.0,25.4,A-004,NONE,35.5,1.187,12.0,22.22,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.04
C-1885,90.0,27.4,26.99,A-001,B-002,37.3,1.0,14.0,25.4,A-004,NONE,35.5,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.045
C-1888,90.0,38.5,31.75,A-004,NONE,37.3,1.0,14.0,19.05,A-001,B-002,18.26,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.326
C-1889,90.0,28.7,26.99,A-001,B-002,37.3,0.812,16.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.075
C-1892,90.0,38.5,31.75,A-004,NONE,16.67,1.0,14.0,15.88,A-001,B-002,30.8,0.812,16.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.326
C-1902,90.0,38.6,53.98,A-001,B-002,37.3,1.6869999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,38.1,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.185
C-1903,90.0,38.6,38.1,A-001,B-002,37.3,1.0,14.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.235
C-1906,90.0,38.5,31.75,A-004,NONE,35.0,1.0,14.0,22.22,A-005,B-002,34.0,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.35
C-1907,90.0,63.2,44.45,A-006,B-002,37.3,1.4369999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.39
C-1908,90.0,60.0,38.1,A-006,B-002,37.3,1.187,12.0,25.4,A-004,NONE,35.5,1.187,12.0,22.22,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.243
C-1909,90.0,60.0,38.1,A-006,B-002,37.3,1.187,12.0,25.4,A-004,NONE,35.5,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.24
C-1910,90.0,58.5,38.1,A-006,B-002,37.3,1.187,12.0,25.4,A-004,NONE,35.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.297
C-1911,90.0,38.5,31.75,A-006,B-002,58.6,1.0,14.0,25.4,A-004,NONE,16.67,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.274
C-1912,90.0,38.5,31.75,A-001,B-002,33.5,0.812,16.0,25.4,A-004,NONE,22.0,1.187,12.0,19.05,A-001,B-002,35.8,1.0,14.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.135
C-1913,90.0,63.2,44.45,A-006,B-002,37.3,1.4369999999999998,12.0,25.4,A-004,NONE,35.5,1.187,12.0,31.75,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.405
C-1936,90.0,35.05,31.75,A-007,B-005,37.3,0.75,16.0,25.4,A-004,NONE,35.5,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.158
C-1976,90.0,54.0,50.8,A-005,B-001,37.3,1.625,12.0,25.4,A-004,NONE,35.5,1.187,12.0,31.75,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.168
C-1994,90.0,38.5,31.75,A-004,NONE,43.7,1.0,14.0,15.88,A-001,B-002,33.3,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.125
C-1995,90.0,38.5,31.75,A-004,NONE,41.7,1.0,14.0,25.40,A-001,B-002,41.2,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.478
C-1998,90.0,38.5,31.75,A-004,NONE,31.0,1.0,14.0,19.05,A-005,B-002,31.5,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.09
C-2001,90.0,38.5,31.75,A-006,B-002,71.1,1.4369999999999998,12.0,25.4,A-004,NONE,41.6,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.855
C-2002,90.0,38.5,31.75,A-004,NONE,41.6,1.0,14.0,25.40,A-005,B-002,53.3,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.35
C-2003,90.0,38.5,31.75,A-006,B-002,67.2,1.187,12.0,25.4,A-004,NONE,38.9,1.187,12.0,22.22,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.525
C-2004,90.0,38.5,31.75,A-001,B-002,28.0,0.812,16.0,25.4,A-004,NONE,28.0,1.187,12.0,12.7,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.125
C-2005,90.0,38.5,31.75,A-001,B-002,37.3,1.187,12.0,25.4,A-004,NONE,37.3,1.187,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.326
C-2006,90.0,38.5,31.75,A-004,NONE,41.6,1.0,14.0,22.22,A-005,B-002,53.4,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.35
C-2007,90.0,38.5,31.75,A-006,B-002,63.1,1.0,14.0,25.4,A-004,NONE,33.3,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.274
C-2008,90.0,38.5,31.75,A-005,B-002,41.0,1.0,14.0,25.4,A-004,NONE,33.3,1.187,12.0,15.88,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.125
C-2032,90.0,38.5,31.75,A-004,NONE,41.7,1.0,14.0,25.40,A-001,B-002,41.7,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.495
C-2033,90.0,38.5,31.75,A-006,B-002,67.2,1.187,12.0,25.4,A-004,NONE,38.9,1.187,12.0,25.4,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.475
